szMainType	nSubType	nSellLimitType	nSellLimitSubType	nSellLimitLevel	szName	nType	nIndex	nMinPrecent	nMaxPrecent	nShowLimitPrecent	nCantSellAgain	nSubTypeSold	szTimeOutFunc	szOpenTimeFrame	szCloseTimeFrame	nPrice	szTimeFrame1	nPrice1	szTimeFrame2	nPrice2	szTimeFrame3	nPrice3	szTimeFrame4	nPrice4	szTimeFrame5	nPrice5	szTimeFrame6	nPrice6	szTimeFrame7	nPrice7	szTimeFrame8	nPrice8	szTimeFrame9	nPrice9	szTimeFrame10	nPrice10	szLimit1	szLimit2	szLimit3	szLimit4	szLimit5	szLimit6	szLimit7	szLimit8	szLimit9	szLimit10	szLimit11	szLimit12	szLimit13	szPriceLimitTimeFrame1	szLimitPrice1	szPriceLimitTimeFrame2	szLimitPrice2	szPriceLimitTimeFrame3	szLimitPrice3	szPriceLimitTimeFrame4	szLimitPrice4	szPriceLimitTimeFrame5	szLimitPrice5	szPriceLimitTimeFrame6	szLimitPrice6	szPriceLimitTimeFrame7	szLimitPrice7	szPriceLimitTimeFrame8	szLimitPrice8	szPriceLimitTimeFrame9	szLimitPrice9	szPriceLimitTimeFrame10	szLimitPrice10	szPriceLimitTimeFrame11	szLimitPrice11	szPriceLimitTimeFrame12	szLimitPrice12	szPriceLimitTimeFrame13	szLimitPrice13
item	2956	366		1	8阶稀有戒指碎片	4	416	50	200	120				OpenLevel99		540	OpenLevel49	540	OpenLevel59	540	OpenLevel69	540	OpenLevel79	540	OpenLevel89	540	OpenLevel99	540	OpenLevel109	540	OpenLevel119	540					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99	50|120	OpenLevel109	50|80	OpenLevel119	50|80	OpenLevel129	50|60						
item	2962	367		1	8阶稀有玉佩碎片	4	418	50	200	120				OpenLevel99		540	OpenLevel49	540	OpenLevel59	540	OpenLevel69	540	OpenLevel79	540	OpenLevel89	540	OpenLevel99	540	OpenLevel109	540	OpenLevel119	540					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99	50|120	OpenLevel109	50|80	OpenLevel119	50|80	OpenLevel129	50|60						
item	2968	368		1	8阶稀有护身符碎片	4	420	50	200	120				OpenLevel99		540	OpenLevel49	540	OpenLevel59	540	OpenLevel69	540	OpenLevel79	540	OpenLevel89	540	OpenLevel99	540	OpenLevel109	540	OpenLevel119	540					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99	50|120	OpenLevel109	50|80	OpenLevel119	50|80	OpenLevel129	50|60						
item	2974	369		1	8阶稀有帽子碎片	4	422	50	200	120				OpenLevel99		270	OpenLevel49	270	OpenLevel59	270	OpenLevel69	270	OpenLevel79	270	OpenLevel89	270	OpenLevel99	270	OpenLevel109	270	OpenLevel119	270					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99	50|120	OpenLevel109	50|80	OpenLevel119	50|80	OpenLevel129	50|60						
item	2986	370		1	8阶稀有护腕碎片	4	424	50	200	120				OpenLevel99		270	OpenLevel49	270	OpenLevel59	270	OpenLevel69	270	OpenLevel79	270	OpenLevel89	270	OpenLevel99	270	OpenLevel109	270	OpenLevel119	270					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99	50|120	OpenLevel109	50|80	OpenLevel119	50|80	OpenLevel129	50|60						
item	2992	371		1	8阶稀有腰带碎片	4	426	50	200	120				OpenLevel99		270	OpenLevel49	270	OpenLevel59	270	OpenLevel69	270	OpenLevel79	270	OpenLevel89	270	OpenLevel99	270	OpenLevel109	270	OpenLevel119	270					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99	50|120	OpenLevel109	50|80	OpenLevel119	50|80	OpenLevel129	50|60						
item	2998	372		1	8阶稀有鞋子碎片	4	428	50	200	120				OpenLevel99		270	OpenLevel49	270	OpenLevel59	270	OpenLevel69	270	OpenLevel79	270	OpenLevel89	270	OpenLevel99	270	OpenLevel109	270	OpenLevel119	270					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99	50|120	OpenLevel109	50|80	OpenLevel119	50|80	OpenLevel129	50|60						
item	2943	47		1	7阶稀有武器碎片	4	430	50	200	120				OpenLevel89		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	900	OpenLevel109	900	OpenLevel119	900					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2979	48		1	7阶稀有衣服碎片	4	432	50	200	120				OpenLevel89		600	OpenLevel49	600	OpenLevel59	600	OpenLevel69	600	OpenLevel79	600	OpenLevel89	600	OpenLevel99	540	OpenLevel109	540	OpenLevel119	540					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2949	49		1	7阶稀有项链碎片	4	434	50	200	120				OpenLevel89		400	OpenLevel49	400	OpenLevel59	400	OpenLevel69	400	OpenLevel79	400	OpenLevel89	400	OpenLevel99	360	OpenLevel109	360	OpenLevel119	360					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2955	50		1	7阶稀有戒指碎片	4	436	50	200	120				OpenLevel89		400	OpenLevel49	400	OpenLevel59	400	OpenLevel69	400	OpenLevel79	400	OpenLevel89	400	OpenLevel99	360	OpenLevel109	360	OpenLevel119	360					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2961	51		1	7阶稀有玉佩碎片	4	438	50	200	120				OpenLevel89		400	OpenLevel49	400	OpenLevel59	400	OpenLevel69	400	OpenLevel79	400	OpenLevel89	400	OpenLevel99	360	OpenLevel109	360	OpenLevel119	360					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2967	52		1	7阶稀有护身符碎片	4	440	50	200	120				OpenLevel89		400	OpenLevel49	400	OpenLevel59	400	OpenLevel69	400	OpenLevel79	400	OpenLevel89	400	OpenLevel99	360	OpenLevel109	360	OpenLevel119	360					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2973	53		1	7阶稀有帽子碎片	4	442	50	200	120				OpenLevel89		200	OpenLevel49	200	OpenLevel59	200	OpenLevel69	200	OpenLevel79	200	OpenLevel89	200	OpenLevel99	180	OpenLevel109	180	OpenLevel119	180					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2985	54		1	7阶稀有护腕碎片	4	444	50	200	120				OpenLevel89		200	OpenLevel49	200	OpenLevel59	200	OpenLevel69	200	OpenLevel79	200	OpenLevel89	200	OpenLevel99	180	OpenLevel109	180	OpenLevel119	180					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2991	55		1	7阶稀有腰带碎片	4	446	50	200	120				OpenLevel89		200	OpenLevel49	200	OpenLevel59	200	OpenLevel69	200	OpenLevel79	200	OpenLevel89	200	OpenLevel99	180	OpenLevel109	180	OpenLevel119	180					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2997	56		1	7阶稀有鞋子碎片	4	448	50	200	120				OpenLevel89		200	OpenLevel49	200	OpenLevel59	200	OpenLevel69	200	OpenLevel79	200	OpenLevel89	200	OpenLevel99	180	OpenLevel109	180	OpenLevel119	180					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|120	OpenLevel99	50|80	OpenLevel109	50|80	OpenLevel119	50|60	OpenLevel129							
item	2090	57		1	6阶稀有武器碎片	4	450	50	200	120				OpenLevel79		750	OpenLevel49	750	OpenLevel59	750	OpenLevel69	750	OpenLevel79	750	OpenLevel89	675	OpenLevel99	600	OpenLevel109	600	OpenLevel119	600					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2126	58		1	6阶稀有衣服碎片	4	452	50	200	120				OpenLevel79		450	OpenLevel49	450	OpenLevel59	450	OpenLevel69	450	OpenLevel79	450	OpenLevel89	405	OpenLevel99	360	OpenLevel109	360	OpenLevel119	360					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2096	59		1	6阶稀有项链碎片	4	454	50	200	120				OpenLevel79		300	OpenLevel49	300	OpenLevel59	300	OpenLevel69	300	OpenLevel79	300	OpenLevel89	270	OpenLevel99	240	OpenLevel109	240	OpenLevel119	240					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2102	60		1	6阶稀有戒指碎片	4	456	50	200	120				OpenLevel79		300	OpenLevel49	300	OpenLevel59	300	OpenLevel69	300	OpenLevel79	300	OpenLevel89	270	OpenLevel99	240	OpenLevel109	240	OpenLevel119	240					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2108	61		1	6阶稀有玉佩碎片	4	458	50	200	120				OpenLevel79		300	OpenLevel49	300	OpenLevel59	300	OpenLevel69	300	OpenLevel79	300	OpenLevel89	270	OpenLevel99	240	OpenLevel109	240	OpenLevel119	240					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2114	62		1	6阶稀有护身符碎片	4	460	50	200	120				OpenLevel79		300	OpenLevel49	300	OpenLevel59	300	OpenLevel69	300	OpenLevel79	300	OpenLevel89	270	OpenLevel99	240	OpenLevel109	240	OpenLevel119	240					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2120	63		1	6阶稀有帽子碎片	4	462	50	200	120				OpenLevel79		150	OpenLevel49	150	OpenLevel59	150	OpenLevel69	150	OpenLevel79	150	OpenLevel89	135	OpenLevel99	120	OpenLevel109	120	OpenLevel119	120					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2132	64		1	6阶稀有护腕碎片	4	464	50	200	120				OpenLevel79		150	OpenLevel49	150	OpenLevel59	150	OpenLevel69	150	OpenLevel79	150	OpenLevel89	135	OpenLevel99	120	OpenLevel109	120	OpenLevel119	120					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2138	65		1	6阶稀有腰带碎片	4	466	50	200	120				OpenLevel79		150	OpenLevel49	150	OpenLevel59	150	OpenLevel69	150	OpenLevel79	150	OpenLevel89	135	OpenLevel99	120	OpenLevel109	120	OpenLevel119	120					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2144	66		1	6阶稀有鞋子碎片	4	468	50	200	120				OpenLevel79		150	OpenLevel49	150	OpenLevel59	150	OpenLevel69	150	OpenLevel79	150	OpenLevel89	135	OpenLevel99	120	OpenLevel109	120	OpenLevel119	120					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79	50|120	OpenLevel89	50|100	OpenLevel99	50|80	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2089	67		1	5阶稀有武器碎片	4	470	50	200	120				OpenLevel69		625	OpenLevel49	625	OpenLevel59	625	OpenLevel69	625	OpenLevel79	563	OpenLevel89	500	OpenLevel99	438	OpenLevel109	438	OpenLevel119	438					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2125	68		1	5阶稀有衣服碎片	4	472	50	200	120				OpenLevel69		375	OpenLevel49	375	OpenLevel59	375	OpenLevel69	375	OpenLevel79	338	OpenLevel89	300	OpenLevel99	263	OpenLevel109	263	OpenLevel119	263					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2095	69		1	5阶稀有项链碎片	4	474	50	200	120				OpenLevel69		250	OpenLevel49	250	OpenLevel59	250	OpenLevel69	250	OpenLevel79	225	OpenLevel89	200	OpenLevel99	175	OpenLevel109	175	OpenLevel119	175					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2101	70		1	5阶稀有戒指碎片	4	476	50	200	120				OpenLevel69		250	OpenLevel49	250	OpenLevel59	250	OpenLevel69	250	OpenLevel79	225	OpenLevel89	200	OpenLevel99	175	OpenLevel109	175	OpenLevel119	175					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2107	71		1	5阶稀有玉佩碎片	4	478	50	200	120				OpenLevel69		250	OpenLevel49	250	OpenLevel59	250	OpenLevel69	250	OpenLevel79	225	OpenLevel89	200	OpenLevel99	175	OpenLevel109	175	OpenLevel119	175					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2113	72		1	5阶稀有护身符碎片	4	480	50	200	120				OpenLevel69		250	OpenLevel49	250	OpenLevel59	250	OpenLevel69	250	OpenLevel79	225	OpenLevel89	200	OpenLevel99	175	OpenLevel109	175	OpenLevel119	175					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2119	73		1	5阶稀有帽子碎片	4	482	50	200	120				OpenLevel69		125	OpenLevel49	125	OpenLevel59	125	OpenLevel69	125	OpenLevel79	113	OpenLevel89	100	OpenLevel99	88	OpenLevel109	88	OpenLevel119	88					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2131	74		1	5阶稀有护腕碎片	4	484	50	200	120				OpenLevel69		125	OpenLevel49	125	OpenLevel59	125	OpenLevel69	125	OpenLevel79	113	OpenLevel89	100	OpenLevel99	88	OpenLevel109	88	OpenLevel119	88					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2137	75		1	5阶稀有腰带碎片	4	486	50	200	120				OpenLevel69		125	OpenLevel49	125	OpenLevel59	125	OpenLevel69	125	OpenLevel79	113	OpenLevel89	100	OpenLevel99	88	OpenLevel109	88	OpenLevel119	88					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2143	76		1	5阶稀有鞋子碎片	4	488	50	200	120				OpenLevel69		125	OpenLevel49	125	OpenLevel59	125	OpenLevel69	125	OpenLevel79	113	OpenLevel89	100	OpenLevel99	88	OpenLevel109	88	OpenLevel119	88					OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|120	OpenLevel79	50|100	OpenLevel89	50|80	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2088	77		1	4阶稀有武器碎片	4	490	50	200	120				OpenLevel59		300	OpenLevel49	300	OpenLevel59	300	OpenLevel69	270	OpenLevel79	240	OpenLevel89	210	OpenLevel99	180	OpenLevel109	180	OpenLevel119	180					OpenLevel39|0	OpenLevel49|0	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59	50|120	OpenLevel69	50|100	OpenLevel79	50|80	OpenLevel89	50|60	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2124	78		1	4阶稀有衣服碎片	4	492	50	200	120				OpenLevel59		180	OpenLevel49	180	OpenLevel59	180	OpenLevel69	162	OpenLevel79	144	OpenLevel89	126	OpenLevel99	108	OpenLevel109	108	OpenLevel119	108					OpenLevel39|0	OpenLevel49|0	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59	50|120	OpenLevel69	50|100	OpenLevel79	50|80	OpenLevel89	50|60	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2094	79		1	4阶稀有项链碎片	4	494	50	200	120				OpenLevel59		120	OpenLevel49	120	OpenLevel59	120	OpenLevel69	108	OpenLevel79	96	OpenLevel89	84	OpenLevel99	72	OpenLevel109	72	OpenLevel119	72					OpenLevel39|0	OpenLevel49|0	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59	50|120	OpenLevel69	50|100	OpenLevel79	50|80	OpenLevel89	50|60	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2100	80		1	4阶稀有戒指碎片	4	496	50	200	120				OpenLevel59		120	OpenLevel49	120	OpenLevel59	120	OpenLevel69	108	OpenLevel79	96	OpenLevel89	84	OpenLevel99	72	OpenLevel109	72	OpenLevel119	72					OpenLevel39|0	OpenLevel49|0	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59	50|120	OpenLevel69	50|100	OpenLevel79	50|80	OpenLevel89	50|60	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
item	2106	81		1	4阶稀有玉佩碎片	4	498	50	200	120				OpenLevel59		120	OpenLevel49	120	OpenLevel59	120	OpenLevel69	108	OpenLevel79	96	OpenLevel89	84	OpenLevel99	72	OpenLevel109	72	OpenLevel119	72					OpenLevel39|0	OpenLevel49|0	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1					OpenLevel39		OpenLevel49		OpenLevel59	50|120	OpenLevel69	50|100	OpenLevel79	50|80	OpenLevel89	50|60	OpenLevel99	50|60	OpenLevel109	50|60	OpenLevel119	50|60	OpenLevel129							
