TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
4513	【天忍】佳期·花恋	shizhuang_item_6_6_Q2	34	15518	15518		waiyi_exchange	1	[FFFE0D]仅天忍可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]		1	1	1000	81	1	0	1											
4514	【少林】佳期·鸿影	shizhuang_item_6_7_Q2	34	15517	15517		waiyi_exchange	1	[FFFE0D]仅少林可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]		1	1	1000	81	1	0	1											
4515	【翠烟】佳期·花恋	shizhuang_item_6_8_Q2	34	15518	15518		waiyi_exchange	1	[FFFE0D]仅翠烟可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]		1	1	1000	81	1	0	1											
4516	【唐门】佳期·墨语	shizhuang_item_6_9_Q2	34	15520	15520		waiyi_exchange	1	[FFFE0D]仅唐门可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]		1	1	1000	81	1	0	1											
4517	【昆仑】佳期·花恋	shizhuang_item_6_10_Q2	34	15518	15518		waiyi_exchange	1	[FFFE0D]仅昆仑可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]		1	1	1000	81	1	0	1											
4518	【丐帮】佳期·鸿影	shizhuang_item_6_11_Q2	34	15517	15517		waiyi_exchange	1	[FFFE0D]仅丐帮可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]		1	1	1000	81	1	0	1											
4519	【五毒】佳期·琼华	shizhuang_item_6_12_Q2	34	15519	15519		waiyi_exchange	1	[FFFE0D]仅五毒可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]		1	1	1000	81	1	0	1											
6872	【浮光若梦】衣服外观	shizhuang_item_7_0	34				waiyi_exchange	1	[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件衣服外观。穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											461
6880	【浮光若梦】衣服外观	shizhuang_item_7_0_1	34				waiyi_exchange	1	[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件衣服外观。穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											462
6881	【浮光若梦】衣服外观	shizhuang_item_7_0_2	34				waiyi_exchange	1	[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件衣服外观。穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											463
6882	【浮光若梦】衣服外观	shizhuang_item_7_0_3	34				waiyi_exchange	1	[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件衣服外观。穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											464
5969	【天王】浮光·梦羽	shizhuang_item_7_1	34	18027	18027		waiyi_exchange	1	[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											461
5970	【峨眉】浮光·梦蝶	shizhuang_item_7_2	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅峨眉可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5971	【桃花】浮光·梦蝶	shizhuang_item_7_3	34	18035	18035		waiyi_exchange	1	[FFFE0D]仅桃花可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5972	【逍遥】浮光·梦羽	shizhuang_item_7_4	34	18039	18039		waiyi_exchange	1	[FFFE0D]仅逍遥可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5973	【武当】浮光·梦羽	shizhuang_item_7_5	34	18039	18039		waiyi_exchange	1	[FFFE0D]仅武当可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5974	【天忍】浮光·梦蝶	shizhuang_item_7_6	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅天忍可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5975	【少林】浮光·梦羽	shizhuang_item_7_7	34	18027	18027		waiyi_exchange	1	[FFFE0D]仅少林可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5976	【翠烟】浮光·梦蝶	shizhuang_item_7_8	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅翠烟可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5977	【唐门】浮光·梦羽	shizhuang_item_7_9	34	18039	18039		waiyi_exchange	1	[FFFE0D]仅唐门可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5978	【昆仑】浮光·梦蝶	shizhuang_item_7_10	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅昆仑可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5979	【丐帮】浮光·梦羽	shizhuang_item_7_11	34	18027	18027		waiyi_exchange	1	[FFFE0D]仅丐帮可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5980	【五毒】浮光·梦蝶	shizhuang_item_7_12	34	18035	18035		waiyi_exchange	1	[FFFE0D]仅五毒可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5981	【藏剑】浮光·梦羽	shizhuang_item_7_13	34	18039	18039		waiyi_exchange	1	[FFFE0D]仅藏剑可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
5982	【长歌】浮光·梦蝶	shizhuang_item_7_14	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅长歌可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	81	1	0	1											
6710	【天王】浮光·梦羽·30天	shizhuang_item_7_1_D30	34	18027	18027		waiyi_exchange	1	[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											461
6711	【峨眉】浮光·梦蝶·30天	shizhuang_item_7_2_D30	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅峨眉可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6712	【桃花】浮光·梦蝶·30天	shizhuang_item_7_3_D30	34	18035	18035		waiyi_exchange	1	[FFFE0D]仅桃花可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6713	【逍遥】浮光·梦羽·30天	shizhuang_item_7_4_D30	34	18039	18039		waiyi_exchange	1	[FFFE0D]仅逍遥可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6714	【武当】浮光·梦羽·30天	shizhuang_item_7_5_D30	34	18039	18039		waiyi_exchange	1	[FFFE0D]仅武当可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6715	【天忍】浮光·梦蝶·30天	shizhuang_item_7_6_D30	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅天忍可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6716	【少林】浮光·梦羽·30天	shizhuang_item_7_7_D30	34	18027	18027		waiyi_exchange	1	[FFFE0D]仅少林可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6717	【翠烟】浮光·梦蝶·30天	shizhuang_item_7_8_D30	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅翠烟可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6718	【唐门】浮光·梦羽·30天	shizhuang_item_7_9_D30	34	18039	18039		waiyi_exchange	1	[FFFE0D]仅唐门可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6719	【昆仑】浮光·梦蝶·30天	shizhuang_item_7_10_D30	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅昆仑可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6720	【丐帮】浮光·梦羽·30天	shizhuang_item_7_11_D30	34	18027	18027		waiyi_exchange	1	[FFFE0D]仅丐帮可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6721	【五毒】浮光·梦蝶·30天	shizhuang_item_7_12_D30	34	18035	18035		waiyi_exchange	1	[FFFE0D]仅五毒可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6722	【藏剑】浮光·梦羽·30天	shizhuang_item_7_13_D30	34	18039	18039		waiyi_exchange	1	[FFFE0D]仅藏剑可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
6723	【长歌】浮光·梦蝶·30天	shizhuang_item_7_14_D30	34	18031	18031		waiyi_exchange	1	[FFFE0D]仅长歌可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]		1	1	1000	81	1	0	1											
5983	韩服	shizhuang_item_8_1	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分黎饰了		1	1	1000	51	1	0	1											
5984	【峨眉】韩服	shizhuang_item_8_2	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分黎饰了		1	1	1000	51	1	0	1											
5985	【桃花】韩服	shizhuang_item_8_3	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分黎饰了		1	1	1000	51	1	0	1											
5986	【逍遥】韩服	shizhuang_item_8_4	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分黎饰了		1	1	1000	51	1	0	1											
5987	【武当】韩服	shizhuang_item_8_5	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分黎饰了		1	1	1000	51	1	0	1											
5988	【天忍】韩服	shizhuang_item_8_6	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分黎饰了		1	1	1000	51	1	0	1											
5989	【少林】韩服	shizhuang_item_8_7	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分黎饰了		1	1	1000	51	1	0	1											
5990	【翠烟】韩服	shizhuang_item_8_8	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分黎饰了		1	1	1000	51	1	0	1											
6145	韩服·3天	shizhuang_item_8_1_3day	34	100	100			1	该外装的工艺相对落后了，只能卖店换取部分银两了		1	1	1000	51	1	0	1											
6203	江湖侠少武器	weaponwaiyi_item_0	34				waiyi_exchange	1	[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	3	1	0	1											11100
4746	【天王】流星水果锤	Weaponshow_item_1_1	34	14661	14661		waiyi_exchange	1	[FFFE0D]仅天王可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4747	【峨眉】蔷薇风霜剑	Weaponshow_item_1_2	34	14701	14701		waiyi_exchange	1	[FFFE0D]仅峨眉可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4748	【桃花】晴天落花弓	Weaponshow_item_1_3	34	14741	14741		waiyi_exchange	1	[FFFE0D]仅桃花可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4749	【逍遥】飞天流彗枪	Weaponshow_item_1_4	34	14781	14781		waiyi_exchange	1	[FFFE0D]仅逍遥可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4750	【武当】太岳金桔剑	Weaponshow_item_1_5	34	14821	14821		waiyi_exchange	1	[FFFE0D]仅武当可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4751	【天忍】破月春花刺	Weaponshow_item_1_6	34	14861	14861		waiyi_exchange	1	[FFFE0D]仅天忍可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4752	【少林】扶风破梦杖	Weaponshow_item_1_7	34	14901	14901		waiyi_exchange	1	[FFFE0D]仅少林可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4753	【翠烟】梦幻芙蕖枝	Weaponshow_item_1_8	34	14941	14941		waiyi_exchange	1	[FFFE0D]仅翠烟可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4754	【唐门】神弩木生花	Weaponshow_item_1_9	34	14981	14981		waiyi_exchange	1	[FFFE0D]仅唐门可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4755	【昆仑】桃花笑春风	Weaponshow_item_1_10	34	15021	15021		waiyi_exchange	1	[FFFE0D]仅昆仑可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4756	【丐帮】翠玉青竹杖	Weaponshow_item_1_11	34	15061	15061		waiyi_exchange	1	[FFFE0D]仅丐帮可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
4757	【五毒】苗疆朝颜笛	Weaponshow_item_1_12	34	15101	15101		waiyi_exchange	1	[FFFE0D]仅五毒可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
6206	【藏剑】冷杉翠芽枝	Weaponshow_item_1_13	34	15141	15141		waiyi_exchange	1	[FFFE0D]仅藏剑可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
6207	【长歌】摇曳百合束	Weaponshow_item_1_14	34	15181	15181		waiyi_exchange	1	[FFFE0D]仅长歌可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
6987	【天山】玉音海棠枝	Weaponshow_item_1_15	34	15221	15221		waiyi_exchange	1	[FFFE0D]仅天山可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
7679	【霸刀】思秋黄柳束	Weaponshow_item_1_16	34	15261	15261		waiyi_exchange	1	[FFFE0D]仅霸刀可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
8527	【华山】离愁光明草	Weaponshow_item_1_17	34	15301	15301		waiyi_exchange	1	[FFFE0D]仅华山可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	51	1	0	1											
6757	【天王】流星水果锤·30天	Weaponshow_item_1_1_D30	34	14661	14661		waiyi_exchange	1	[FFFE0D]仅天王可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6758	【峨眉】蔷薇风霜剑·30天	Weaponshow_item_1_2_D30	34	14701	14701		waiyi_exchange	1	[FFFE0D]仅峨眉可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6759	【桃花】晴天落花弓·30天	Weaponshow_item_1_3_D30	34	14741	14741		waiyi_exchange	1	[FFFE0D]仅桃花可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6760	【逍遥】飞天流彗枪·30天	Weaponshow_item_1_4_D30	34	14781	14781		waiyi_exchange	1	[FFFE0D]仅逍遥可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6761	【武当】太岳金桔剑·30天	Weaponshow_item_1_5_D30	34	14821	14821		waiyi_exchange	1	[FFFE0D]仅武当可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6762	【天忍】破月春花刺·30天	Weaponshow_item_1_6_D30	34	14861	14861		waiyi_exchange	1	[FFFE0D]仅天忍可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6763	【少林】扶风破梦杖·30天	Weaponshow_item_1_7_D30	34	14901	14901		waiyi_exchange	1	[FFFE0D]仅少林可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6764	【翠烟】梦幻芙蕖枝·30天	Weaponshow_item_1_8_D30	34	14941	14941		waiyi_exchange	1	[FFFE0D]仅翠烟可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6765	【唐门】神弩木生花·30天	Weaponshow_item_1_9_D30	34	14981	14981		waiyi_exchange	1	[FFFE0D]仅唐门可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6766	【昆仑】桃花笑春风·30天	Weaponshow_item_1_10_D30	34	15021	15021		waiyi_exchange	1	[FFFE0D]仅昆仑可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6767	【丐帮】翠玉青竹杖·30天	Weaponshow_item_1_11_D30	34	15061	15061		waiyi_exchange	1	[FFFE0D]仅丐帮可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6768	【五毒】苗疆朝颜笛·30天	Weaponshow_item_1_12_D30	34	15101	15101		waiyi_exchange	1	[FFFE0D]仅五毒可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6769	【藏剑】冷杉翠芽枝·30天	Weaponshow_item_1_13_D30	34	15141	15141		waiyi_exchange	1	[FFFE0D]仅藏剑可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6770	【长歌】摇曳百合束·30天	Weaponshow_item_1_14_D30	34	15181	15181		waiyi_exchange	1	[FFFE0D]仅长歌可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
6988	【天山】玉音海棠枝·30天	Weaponshow_item_1_15_D30	34	15221	15221		waiyi_exchange	1	[FFFE0D]仅天山可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
7680	【霸刀】思秋黄柳束·30天	Weaponshow_item_1_16_D30	34	15261	15261		waiyi_exchange	1	[FFFE0D]仅霸刀可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
8528	【华山】离愁光明草·30天	Weaponshow_item_1_17_D30	34	15301	15301		waiyi_exchange	1	[FFFE0D]仅华山可用[-]\n\n使用后，您将获得一件武器外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]时效：30天[-]\n[FFFE0D]不可染色[-]		1	1	1000	51	1	0	1											
2700	江湖侠少装	waiyi_item_2	34				waiyi_exchange	1	使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]		1	1	1000	3	1	0	1											20001
3895	江湖侠少装(7天)	noob_waiyi_7day	34				waiyi_exchange	1	使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：7天[-]		1	1	1000	3	1	0	1											20002
2681	首储外衣_1	FirstRecharge_waiyi1	34				waiyi_exchange	1	首储获得的外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：7天[-]		1	1	1000	3	1	0	1											305
3569	艺趣·盛典华服	Activity_waiyi1	34				waiyi_exchange	1	庆典专属外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：180天[-]		1	1	1000	51	1	0	1											332
3645	艺趣·盛典华服	Activity_waiyi2	34				waiyi_exchange	1	情缘签神秘宝箱开出的外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：7天[-]		1	1	1000	51	1	0	1											332
4493	<斗笠系列>时装·3天	Act_T1_Shizhuang_D3	34				waiyi_exchange		[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：3天[-]		1	1	1000	4	1	0	1											301
4494	<斗笠系列>时装·7天	Act_T1_Shizhuang_D7	34				waiyi_exchange		[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：7天[-]		1	1	1000	4	1	0	1											301
4495	<斗笠系列>时装·30天	Act_T1_Shizhuang_D30	34				waiyi_exchange		[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：30天[-]		1	1	1000	4	1	0	1											301
4496	<学院系列>时装·3天	Act_T2_Shizhuang_D3	34				waiyi_exchange		[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：3天[-]		1	1	1000	51	1	0	1											307
4497	<学院系列>时装·7天	Act_T2_Shizhuang_D7	34				waiyi_exchange		[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：7天[-]		1	1	1000	51	1	0	1											307
4498	<学院系列>时装·30天	Act_T2_Shizhuang_D30	34				waiyi_exchange		[FFFE0D]所有门派可用[-]\n\n使用后，您将获得一件外装。穿上外装可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]\n[FFFE0D]时效：30天[-]		1	1	1000	51	1	0	1											307
