ShowType	Name	Faction	Sex	ResId	IconId	BigIconId	Desc	Desc2
5102	霜叶冠	4|5|9|13|15|17	1	1002	10232	10232	逍遥帽子T2	T2
5103	金纹冠	4|5|9|13|15|17	1	1003	10233	10233	逍遥帽子T3	T3
5104	蓝褶冠	4|5|9|13|15|17	1	1004	10234	10234	逍遥帽子T4	T4
5105	苍穹冠	4|5|9|13|15|17	1	1005	10235	10235	逍遥帽子T5	T5
5106	玄甲冠	4|5|9|13|15|17	1	1006	10236	10236	逍遥帽子T6	T6
5107	银麟冠	4|5|9|13|15|17	1	1007	10237	10237	逍遥帽子T7	T7
5108	靖世冠	4|5|9|13|15|17	1	1008	10238	10238	逍遥帽子T8	T8
5109	南皇冠	4|5|9|13|15|17	1	1009	10239	10239	逍遥帽子T9	T9
5110	墨狮冠	4|5|9|13|15|17	1	1010	10240	10240	逍遥帽子T10	T10
5201	【稀有】乘风冠	4|5|9|13|15|17	1	1001	10231	10231	逍遥稀有帽子T1	T1
5202	【稀有】霜叶冠	4|5|9|13|15|17	1	1002	10232	10232	逍遥稀有帽子T2	T2
5203	【稀有】金纹冠	4|5|9|13|15|17	1	1003	10233	10233	逍遥稀有帽子T3	T3
5204	【稀有】蓝褶冠	4|5|9|13|15|17	1	1004	10234	10234	逍遥稀有帽子T4	T4
5205	【稀有】苍穹冠	4|5|9|13|15|17	1	1005	10235	10235	逍遥稀有帽子T5	T5
5206	【稀有】玄甲冠	4|5|9|13|15|17	1	1006	10236	10236	逍遥稀有帽子T6	T6
5207	【稀有】银麟冠	4|5|9|13|15|17	1	1007	10237	10237	逍遥稀有帽子T7	T7
5208	【稀有】靖世冠	4|5|9|13|15|17	1	1008	10238	10238	逍遥稀有帽子T8	T8
5209	【稀有】南皇冠	4|5|9|13|15|17	1	1009	10239	10239	逍遥稀有帽子T9	T9
5210	【稀有】墨狮冠	4|5|9|13|15|17	1	1010	10240	10240	逍遥稀有帽子T10	T10
7101	乘风护腕	4|5|9|13|15|17	1		10331	10331	逍遥护腕T1	T1
7102	霜叶护腕	4|5|9|13|15|17	1		10332	10332	逍遥护腕T2	T2
7103	金纹护腕	4|5|9|13|15|17	1		10333	10333	逍遥护腕T3	T3
7104	蓝褶护腕	4|5|9|13|15|17	1		10334	10334	逍遥护腕T4	T4
7105	苍穹护腕	4|5|9|13|15|17	1		10335	10335	逍遥护腕T5	T5
7106	玄甲护腕	4|5|9|13|15|17	1		10336	10336	逍遥护腕T6	T6
7107	银麟护腕	4|5|9|13|15|17	1		10337	10337	逍遥护腕T7	T7
7108	靖世护腕	4|5|9|13|15|17	1		10338	10338	逍遥护腕T8	T8
7109	南皇护腕	4|5|9|13|15|17	1		10339	10339	逍遥护腕T9	T9
7110	墨狮护腕	4|5|9|13|15|17	1		10340	10340	逍遥护腕T10	T10
7201	【稀有】乘风护腕	4|5|9|13|15|17	1		10331	10331	逍遥稀有护腕T1	T1
7202	【稀有】霜叶护腕	4|5|9|13|15|17	1		10332	10332	逍遥稀有护腕T2	T2
7203	【稀有】金纹护腕	4|5|9|13|15|17	1		10333	10333	逍遥稀有护腕T3	T3
7204	【稀有】蓝褶护腕	4|5|9|13|15|17	1		10334	10334	逍遥稀有护腕T4	T4
7205	【稀有】苍穹护腕	4|5|9|13|15|17	1		10335	10335	逍遥稀有护腕T5	T5
7206	【稀有】玄甲护腕	4|5|9|13|15|17	1		10336	10336	逍遥稀有护腕T6	T6
7207	【稀有】银麟护腕	4|5|9|13|15|17	1		10337	10337	逍遥稀有护腕T7	T7
7208	【稀有】靖世护腕	4|5|9|13|15|17	1		10338	10338	逍遥稀有护腕T8	T8
7209	【稀有】南皇护腕	4|5|9|13|15|17	1		10339	10339	逍遥稀有护腕T9	T9
7210	【稀有】墨狮护腕	4|5|9|13|15|17	1		10340	10340	逍遥稀有护腕T10	T10
8101	乘风腰带	4|5|9|13|15|17	1		10531	10531	逍遥腰带T1	T1
8102	霜叶腰带	4|5|9|13|15|17	1		10532	10532	逍遥腰带T2	T2
8103	金纹腰带	4|5|9|13|15|17	1		10533	10533	逍遥腰带T3	T3
8104	蓝褶腰带	4|5|9|13|15|17	1		10534	10534	逍遥腰带T4	T4
8105	苍穹腰带	4|5|9|13|15|17	1		10535	10535	逍遥腰带T5	T5
8106	玄甲腰带	4|5|9|13|15|17	1		10536	10536	逍遥腰带T6	T6
8107	银麟腰带	4|5|9|13|15|17	1		10537	10537	逍遥腰带T7	T7
8108	靖世腰带	4|5|9|13|15|17	1		10538	10538	逍遥腰带T8	T8
8109	南皇腰带	4|5|9|13|15|17	1		10539	10539	逍遥腰带T9	T9
8110	墨狮腰带	4|5|9|13|15|17	1		10540	10540	逍遥腰带T10	T10
8201	【稀有】乘风腰带	4|5|9|13|15|17	1		10531	10531	逍遥稀有腰带T1	T1
8202	【稀有】霜叶腰带	4|5|9|13|15|17	1		10532	10532	逍遥稀有腰带T2	T2
8203	【稀有】金纹腰带	4|5|9|13|15|17	1		10533	10533	逍遥稀有腰带T3	T3
8204	【稀有】蓝褶腰带	4|5|9|13|15|17	1		10534	10534	逍遥稀有腰带T4	T4
8205	【稀有】苍穹腰带	4|5|9|13|15|17	1		10535	10535	逍遥稀有腰带T5	T5
8206	【稀有】玄甲腰带	4|5|9|13|15|17	1		10536	10536	逍遥稀有腰带T6	T6
8207	【稀有】银麟腰带	4|5|9|13|15|17	1		10537	10537	逍遥稀有腰带T7	T7
8208	【稀有】靖世腰带	4|5|9|13|15|17	1		10538	10538	逍遥稀有腰带T8	T8
8209	【稀有】南皇腰带	4|5|9|13|15|17	1		10539	10539	逍遥稀有腰带T9	T9
8210	【稀有】墨狮腰带	4|5|9|13|15|17	1		10540	10540	逍遥稀有腰带T10	T10
9101	乘风靴	4|5|9|13|15|17	1		10631	10631	逍遥鞋子T1	T1
9102	霜叶靴	4|5|9|13|15|17	1		10632	10632	逍遥鞋子T2	T2
9103	金纹靴	4|5|9|13|15|17	1		10633	10633	逍遥鞋子T3	T3
9104	蓝褶靴	4|5|9|13|15|17	1		10634	10634	逍遥鞋子T4	T4
9105	苍穹靴	4|5|9|13|15|17	1		10635	10635	逍遥鞋子T5	T5
9106	玄甲靴	4|5|9|13|15|17	1		10636	10636	逍遥鞋子T6	T6
9107	银麟靴	4|5|9|13|15|17	1		10637	10637	逍遥鞋子T7	T7
9108	靖世靴	4|5|9|13|15|17	1		10638	10638	逍遥鞋子T8	T8
9109	南皇靴	4|5|9|13|15|17	1		10639	10639	逍遥鞋子T9	T9
9110	墨狮靴	4|5|9|13|15|17	1		10640	10640	逍遥鞋子T10	T10
9201	【稀有】乘风靴	4|5|9|13|15|17	1		10631	10631	逍遥稀有鞋子T1	T1
9202	【稀有】霜叶靴	4|5|9|13|15|17	1		10632	10632	逍遥稀有鞋子T2	T2
9203	【稀有】金纹靴	4|5|9|13|15|17	1		10633	10633	逍遥稀有鞋子T3	T3
9204	【稀有】蓝褶靴	4|5|9|13|15|17	1		10634	10634	逍遥稀有鞋子T4	T4
9205	【稀有】苍穹靴	4|5|9|13|15|17	1		10635	10635	逍遥稀有鞋子T5	T5
9206	【稀有】玄甲靴	4|5|9|13|15|17	1		10636	10636	逍遥稀有鞋子T6	T6
9207	【稀有】银麟靴	4|5|9|13|15|17	1		10637	10637	逍遥稀有鞋子T7	T7
9208	【稀有】靖世靴	4|5|9|13|15|17	1		10638	10638	逍遥稀有鞋子T8	T8
9209	【稀有】南皇靴	4|5|9|13|15|17	1		10639	10639	逍遥稀有鞋子T9	T9
9210	【稀有】墨狮靴	4|5|9|13|15|17	1		10640	10640	逍遥稀有鞋子T10	T10
1101	松纹剑	5		41	10141	10141	武当武器T1	T1
1102	乘风剑	5		42	10142	10142	武当武器T2	T2
1103	流云剑	5		43	10143	10143	武当武器T3	T3
1104	玄武剑	5		44	10144	10144	武当武器T4	T4
1105	龙渊剑	5		45	10145	10145	武当武器T5	T5
1106	太虚剑	5		46	10146	10146	武当武器T6	T6
1107	七星剑	5		47	10147	10147	武当武器T7	T7
1108	白虹剑	5		48	10148	10148	武当武器T8	T8
1109	碧血剑	5		49	10149	10149	武当武器T9	T9
1110	天枢剑	5		50	10150	10150	武当武器T10	T10
1201	【稀有】松纹剑	5		41	10141	10141	武当稀有武器T1	T1
1202	【稀有】乘风剑	5		42	10142	10142	武当稀有武器T2	T2
1203	【稀有】流云剑	5		43	10143	10143	武当稀有武器T3	T3
1204	【稀有】玄武剑	5		44	10144	10144	武当稀有武器T4	T4
1205	【稀有】龙渊剑	5		45	10145	10145	武当稀有武器T5	T5
1206	【稀有】太虚剑	5		46	10146	10146	武当稀有武器T6	T6
1207	【稀有】七星剑	5		47	10147	10147	武当稀有武器T7	T7
1208	【稀有】白虹剑	5		48	10148	10148	武当稀有武器T8	T8
1209	【稀有】碧血剑	5		49	10149	10149	武当稀有武器T9	T9
1210	【稀有】天枢剑	5		50	10150	10150	武当稀有武器T10	T10
1101	相柳牙	6	2	51	10151	10151	天忍武器T1	T1
1102	诛心剑	6	2	52	10152	10152	天忍武器T2	T2
1103	炼狱匕	6	2	53	10153	10153	天忍武器T3	T3
1104	幽影刃	6	2	54	10154	10154	天忍武器T4	T4
1105	离魂剑	6	2	55	10155	10155	天忍武器T5	T5
1106	阎王匕	6	2	56	10156	10156	天忍武器T6	T6
1107	鱼肠剑	6	2	57	10157	10157	天忍武器T7	T7
1108	图穷匕	6	2	58	10158	10158	天忍武器T8	T8
1109	断岳匕	6	2	59	10159	10159	天忍武器T9	T9
1110	血魄刃	6	2	60	10160	10160	天忍武器T10	T10
1201	【稀有】相柳牙	6	2	51	10151	10151	天忍稀有武器T1	T1
1202	【稀有】诛心剑	6	2	52	10152	10152	天忍稀有武器T2	T2
1203	【稀有】炼狱匕	6	2	53	10153	10153	天忍稀有武器T3	T3
1204	【稀有】幽影刃	6	2	54	10154	10154	天忍稀有武器T4	T4
1205	【稀有】离魂剑	6	2	55	10155	10155	天忍稀有武器T5	T5
1206	【稀有】阎王匕	6	2	56	10156	10156	天忍稀有武器T6	T6
1207	【稀有】鱼肠剑	6	2	57	10157	10157	天忍稀有武器T7	T7
1208	【稀有】图穷匕	6	2	58	10158	10158	天忍稀有武器T8	T8
1209	【稀有】断岳匕	6	2	59	10159	10159	天忍稀有武器T9	T9
1210	【稀有】血魄刃	6	2	60	10160	10160	天忍稀有武器T10	T10
1101	齐眉棍	7	1	61	10161	10161	少林武器T1	T1
1102	四平棍	7	1	62	10162	10162	少林武器T2	T2
1103	盘花棍	7	1	63	10163	10163	少林武器T3	T3
1104	分水棍	7	1	64	10164	10164	少林武器T4	T4
1105	虎尾棍	7	1	65	10165	10165	少林武器T5	T5
1106	紫金棍	7	1	66	10166	10166	少林武器T6	T6
1107	普度棍	7	1	67	10167	10167	少林武器T7	T7
1108	搅海棍	7	1	68	10168	10168	少林武器T8	T8
1109	盘龙棍	7	1	69	10169	10169	少林武器T9	T9
1110	降魔棍	7	1	70	10170	10170	少林武器T10	T10
1201	【稀有】齐眉棍	7	1	61	10161	10161	少林稀有武器T1	T1
1202	【稀有】四平棍	7	1	62	10162	10162	少林稀有武器T2	T2
1203	【稀有】盘花棍	7	1	63	10163	10163	少林稀有武器T3	T3
1204	【稀有】分水棍	7	1	64	10164	10164	少林稀有武器T4	T4
1205	【稀有】虎尾棍	7	1	65	10165	10165	少林稀有武器T5	T5
1206	【稀有】紫金棍	7	1	66	10166	10166	少林稀有武器T6	T6
1207	【稀有】普度棍	7	1	67	10167	10167	少林稀有武器T7	T7
1208	【稀有】搅海棍	7	1	68	10168	10168	少林稀有武器T8	T8
1209	【稀有】盘龙棍	7	1	69	10169	10169	少林稀有武器T9	T9
1210	【稀有】降魔棍	7	1	70	10170	10170	少林稀有武器T10	T10
1101	寒梅吟雪	8	2	71	10171	10171	翠烟武器T1	T1
1102	岸芷汀兰	8	2	72	10172	10172	翠烟武器T2	T2
1103	枯枝连理	8	2	73	10173	10173	翠烟武器T3	T3
1104	摇光悬星	8	2	74	10174	10174	翠烟武器T4	T4
1105	晚秋悲画	8	2	75	10175	10175	翠烟武器T5	T5
1106	暗香映月	8	2	76	10176	10176	翠烟武器T6	T6
1107	杜鹃啼血	8	2	77	10177	10177	翠烟武器T7	T7
1108	笙歌流光	8	2	78	10178	10178	翠烟武器T8	T8
1109	霜翎衔花	8	2	79	10179	10179	翠烟武器T9	T9
1110	红粉露凝	8	2	80	10180	10180	翠烟武器T10	T10
1201	【稀有】寒梅吟雪	8	2	71	10171	10171	翠烟稀有武器T1	T1
1202	【稀有】岸芷汀兰	8	2	72	10172	10172	翠烟稀有武器T2	T2
1203	【稀有】枯枝连理	8	2	73	10173	10173	翠烟稀有武器T3	T3
1204	【稀有】摇光悬星	8	2	74	10174	10174	翠烟稀有武器T4	T4
1205	【稀有】晚秋悲画	8	2	75	10175	10175	翠烟稀有武器T5	T5
1206	【稀有】暗香映月	8	2	76	10176	10176	翠烟稀有武器T6	T6
1207	【稀有】杜鹃啼血	8	2	77	10177	10177	翠烟稀有武器T7	T7
1208	【稀有】笙歌流光	8	2	78	10178	10178	翠烟稀有武器T8	T8
1209	【稀有】霜翎衔花	8	2	79	10179	10179	翠烟稀有武器T9	T9
1210	【稀有】红粉露凝	8	2	80	10180	10180	翠烟稀有武器T10	T10
1101	赤蛟弩	9	1	601	10181	10181	唐门武器T1	T1
1102	翦云弩	9	1	602	10182	10182	唐门武器T2	T2
1103	青磷弩	9	1	603	10183	10183	唐门武器T3	T3
1104	天罗弩	9	1	604	10184	10184	唐门武器T4	T4
1105	鬼武弩	9	1	605	10185	10185	唐门武器T5	T5
1106	含沙射影	9	1	606	10186	10186	唐门武器T6	T6
1107	七骨弩	9	1	607	10187	10187	唐门武器T7	T7
1108	天外飞仙	9	1	608	10188	10188	唐门武器T8	T8
1109	蚀骨弩	9	1	609	10189	10189	唐门武器T9	T9
1110	追星弩	9	1	610	10190	10190	唐门武器T10	T10
1201	【稀有】赤蛟弩	9	1	601	10181	10181	唐门稀有武器T1	T1
1202	【稀有】翦云弩	9	1	602	10182	10182	唐门稀有武器T2	T2
1203	【稀有】青磷弩	9	1	603	10183	10183	唐门稀有武器T3	T3
1204	【稀有】天罗弩	9	1	604	10184	10184	唐门稀有武器T4	T4
1205	【稀有】鬼武弩	9	1	605	10185	10185	唐门稀有武器T5	T5
1206	【稀有】含沙射影	9	1	606	10186	10186	唐门稀有武器T6	T6
1207	【稀有】七骨弩	9	1	607	10187	10187	唐门稀有武器T7	T7
1208	【稀有】天外飞仙	9	1	608	10188	10188	唐门稀有武器T8	T8
1209	【稀有】蚀骨弩	9	1	609	10189	10189	唐门稀有武器T9	T9
1210	【稀有】追星弩	9	1	610	10190	10190	唐门稀有武器T10	T10
1101	太岳挽花	10		611	10191	10191	昆仑武器T1	T1
1102	金鲤跃云	10		612	10192	10192	昆仑武器T2	T2
1103	诉雪凝香	10		613	10193	10193	昆仑武器T3	T3
1104	飞鹤衔枝	10		614	10194	10194	昆仑武器T4	T4
1105	耀阳玉虚	10		615	10195	10195	昆仑武器T5	T5
1106	金缕铁梨	10		616	10196	10196	昆仑武器T6	T6
1107	苍墨无锋	10		617	10197	10197	昆仑武器T7	T7
1108	银月飞燕	10		618	10198	10198	昆仑武器T8	T8
1109	鸾歌凤舞	10		619	10199	10199	昆仑武器T9	T9
1110	碎玉断金	10		620	10200	10200	昆仑武器T10	T10
1201	【稀有】太岳挽花	10		611	10191	10191	昆仑稀有武器T1	T1
1202	【稀有】金鲤跃云	10		612	10192	10192	昆仑稀有武器T2	T2
1203	【稀有】诉雪凝香	10		613	10193	10193	昆仑稀有武器T3	T3
1204	【稀有】飞鹤衔枝	10		614	10194	10194	昆仑稀有武器T4	T4
1205	【稀有】耀阳玉虚	10		615	10195	10195	昆仑稀有武器T5	T5
1206	【稀有】金缕铁梨	10		616	10196	10196	昆仑稀有武器T6	T6
1207	【稀有】苍墨无锋	10		617	10197	10197	昆仑稀有武器T7	T7
1208	【稀有】银月飞燕	10		618	10198	10198	昆仑稀有武器T8	T8
1209	【稀有】鸾歌凤舞	10		619	10199	10199	昆仑稀有武器T9	T9
1210	【稀有】碎玉断金	10		620	10200	10200	昆仑稀有武器T10	T10
1101	碧玉杖	11	1	621	13041	13041	丐帮武器T1	T1
1102	莲花落	11	1	622	13042	13042	丐帮武器T2	T2
1103	缠金棒	11	1	623	13043	13043	丐帮武器T3	T3
1104	黑煞棒	11	1	624	13044	13044	丐帮武器T4	T4
1105	紫芦棍	11	1	625	13045	13045	丐帮武器T5	T5
1106	青龙棍	11	1	626	13046	13046	丐帮武器T6	T6
1107	火龙探珠	11	1	627	13047	13047	丐帮武器T7	T7
1108	赤龙柱	11	1	628	13048	13048	丐帮武器T8	T8
1109	金龙惊天	11	1	629	13049	13049	丐帮武器T9	T9
1110	亢龙有悔	11	1	630	13050	13050	丐帮武器T10	T10
1201	【稀有】碧玉杖	11	1	621	13041	13041	丐帮稀有武器T1	T1
1202	【稀有】莲花落	11	1	622	13042	13042	丐帮稀有武器T2	T2
1203	【稀有】缠金棒	11	1	623	13043	13043	丐帮稀有武器T3	T3
1204	【稀有】黑煞棒	11	1	624	13044	13044	丐帮稀有武器T4	T4
1205	【稀有】紫芦棍	11	1	625	13045	13045	丐帮稀有武器T5	T5
1206	【稀有】青龙棍	11	1	626	13046	13046	丐帮稀有武器T6	T6
1207	【稀有】火龙探珠	11	1	627	13047	13047	丐帮稀有武器T7	T7
1208	【稀有】赤龙柱	11	1	628	13048	13048	丐帮稀有武器T8	T8
1209	【稀有】金龙惊天	11	1	629	13049	13049	丐帮稀有武器T9	T9
1210	【稀有】亢龙有悔	11	1	630	13050	13050	丐帮稀有武器T10	T10
1101	缚丝茧	12	2	631	13051	13051	五毒武器T1	T1
1102	绀蓝雨	12	2	632	13052	13052	五毒武器T2	T2
1103	两心知	12	2	633	13053	13053	五毒武器T3	T3
1104	蝶幻花	12	2	634	13054	13054	五毒武器T4	T4
1105	金枝绕	12	2	635	13055	13055	五毒武器T5	T5
1106	瑶花慢	12	2	636	13056	13056	五毒武器T6	T6
1107	霰天霜	12	2	637	13057	13057	五毒武器T7	T7
1108	多情环	12	2	638	13058	13058	五毒武器T8	T8
1109	离别钩	12	2	639	13059	13059	五毒武器T9	T9
1110	相思引	12	2	640	13060	13060	五毒武器T10	T10
1201	【稀有】缚丝茧	12	2	631	13051	13051	五毒稀有武器T1	T1
1202	【稀有】绀蓝雨	12	2	632	13052	13052	五毒稀有武器T2	T2
1203	【稀有】两心知	12	2	633	13053	13053	五毒稀有武器T3	T3
1204	【稀有】蝶幻花	12	2	634	13054	13054	五毒稀有武器T4	T4
1205	【稀有】金枝绕	12	2	635	13055	13055	五毒稀有武器T5	T5
1206	【稀有】瑶花慢	12	2	636	13056	13056	五毒稀有武器T6	T6
1207	【稀有】霰天霜	12	2	637	13057	13057	五毒稀有武器T7	T7
1208	【稀有】多情环	12	2	638	13058	13058	五毒稀有武器T8	T8
1209	【稀有】离别钩	12	2	639	13059	13059	五毒稀有武器T9	T9
1210	【稀有】相思引	12	2	640	13060	13060	五毒稀有武器T10	T10
1101	问秋剑	13	1	641	13061	13061	藏剑武器T1	T1
1102	迫云剑	13	1	642	13062	13062	藏剑武器T2	T2
1103	致情剑	13	1	643	13063	13063	藏剑武器T3	T3
1104	落月剑	13	1	644	13064	13064	藏剑武器T4	T4
1105	天祭剑	13	1	645	13065	13065	藏剑武器T5	T5
1106	苍云剑	13	1	646	13066	13066	藏剑武器T6	T6
1107	流风剑	13	1	647	13067	13067	藏剑武器T7	T7
1108	残雪剑	13	1	648	13068	13068	藏剑武器T8	T8
1109	正阳剑	13	1	649	13069	13069	藏剑武器T9	T9
1110	碎星剑	13	1	650	13070	13070	藏剑武器T10	T10
1201	【稀有】问秋剑	13	1	641	13061	13061	藏剑稀有武器T1	T1
1202	【稀有】迫云剑	13	1	642	13062	13062	藏剑稀有武器T2	T2
1203	【稀有】致情剑	13	1	643	13063	13063	藏剑稀有武器T3	T3
1204	【稀有】落月剑	13	1	644	13064	13064	藏剑稀有武器T4	T4
1205	【稀有】天祭剑	13	1	645	13065	13065	藏剑稀有武器T5	T5
1206	【稀有】苍云剑	13	1	646	13066	13066	藏剑稀有武器T6	T6
1207	【稀有】流风剑	13	1	647	13067	13067	藏剑稀有武器T7	T7
1208	【稀有】残雪剑	13	1	648	13068	13068	藏剑稀有武器T8	T8
1209	【稀有】正阳剑	13	1	649	13069	13069	藏剑稀有武器T9	T9
1210	【稀有】碎星剑	13	1	650	13070	13070	藏剑稀有武器T10	T10
1101	华荷媚	14	2	651	13071	13071	长歌武器T1	T1
1102	泛兰舟	14	2	652	13072	13072	长歌武器T2	T2
1103	海棠花	14	2	653	13073	13073	长歌武器T3	T3
1104	玉竹斩	14	2	654	13074	13074	长歌武器T4	T4
1105	翠羽吟	14	2	655	13075	13075	长歌武器T5	T5
1106	紫萸香	14	2	656	13076	13076	长歌武器T6	T6
1107	雨霖铃	14	2	657	13077	13077	长歌武器T7	T7
1108	金缕歌	14	2	658	13078	13078	长歌武器T8	T8
1109	浣溪沙	14	2	659	13079	13079	长歌武器T9	T9
1110	青玉案	14	2	660	13080	13080	长歌武器T10	T10
1201	【稀有】华荷媚	14	2	651	13071	13071	长歌稀有武器T1	T1
1202	【稀有】泛兰舟	14	2	652	13072	13072	长歌稀有武器T2	T2
1203	【稀有】海棠花	14	2	653	13073	13073	长歌稀有武器T3	T3
1204	【稀有】玉竹斩	14	2	654	13074	13074	长歌稀有武器T4	T4
1205	【稀有】翠羽吟	14	2	655	13075	13075	长歌稀有武器T5	T5
1206	【稀有】紫萸香	14	2	656	13076	13076	长歌稀有武器T6	T6
1207	【稀有】雨霖铃	14	2	657	13077	13077	长歌稀有武器T7	T7
1208	【稀有】金缕歌	14	2	658	13078	13078	长歌稀有武器T8	T8
1209	【稀有】浣溪沙	14	2	659	13079	13079	长歌稀有武器T9	T9
1210	【稀有】青玉案	14	2	660	13080	13080	长歌稀有武器T10	T10
1101	木萧萧	15		661	13081	13081	天山男武器T1	T1
1102	蟾宫客	15		662	13082	13082	天山男武器T2	T2
1103	幽涧泉	15		663	13083	13083	天山男武器T3	T3
1104	玉芙蓉	15		664	13084	13084	天山男武器T4	T4
1105	西江月	15		665	13085	13085	天山男武器T5	T5
1106	醉花阴	15		666	13086	13086	天山男武器T6	T6
1107	梧宫秋	15		667	13087	13087	天山男武器T7	T7
1108	乌夜啼	15		668	13088	13088	天山男武器T8	T8
1109	归去来	15		669	13089	13089	天山男武器T9	T9
1110	双燕离	15		670	13090	13090	天山男武器T10	T10
1201	【稀有】木萧萧	15		661	13081	13081	天山男稀有武器T1	T1
1202	【稀有】蟾宫客	15		662	13082	13082	天山男稀有武器T2	T2
1203	【稀有】幽涧泉	15		663	13083	13083	天山男稀有武器T3	T3
1204	【稀有】玉芙蓉	15		664	13084	13084	天山男稀有武器T4	T4
1205	【稀有】西江月	15		665	13085	13085	天山男稀有武器T5	T5
1206	【稀有】醉花阴	15		666	13086	13086	天山男稀有武器T6	T6
1207	【稀有】梧宫秋	15		667	13087	13087	天山男稀有武器T7	T7
1208	【稀有】乌夜啼	15		668	13088	13088	天山男稀有武器T8	T8
1209	【稀有】归去来	15		669	13089	13089	天山男稀有武器T9	T9
1210	【稀有】双燕离	15		670	13090	13090	天山男稀有武器T10	T10
1101	窃魂刀	16	1	671	13091	13091	霸刀武器T1	T1
1102	静天刀	16	1	672	13092	13092	霸刀武器T2	T2
1103	陇云刀	16	1	673	13093	13093	霸刀武器T3	T3
1104	驭神刀	16	1	674	13094	13094	霸刀武器T4	T4
1105	云毓刀	16	1	675	13095	13095	霸刀武器T5	T5
1106	啸神刀	16	1	676	13096	13096	霸刀武器T6	T6
1107	如云刀	16	1	677	13097	13097	霸刀武器T7	T7
1108	雨岩刀	16	1	678	13098	13098	霸刀武器T8	T8
1109	斟斗刀	16	1	679	13099	13099	霸刀武器T9	T9
1110	风骨刀	16	1	680	13100	13100	霸刀武器T10	T10
1201	【稀有】窃魂刀	16	1	671	13091	13091	霸刀稀有武器T1	T1
1202	【稀有】静天刀	16	1	672	13092	13092	霸刀稀有武器T2	T2
1203	【稀有】陇云刀	16	1	673	13093	13093	霸刀稀有武器T3	T3
1204	【稀有】驭神刀	16	1	674	13094	13094	霸刀稀有武器T4	T4
1205	【稀有】云毓刀	16	1	675	13095	13095	霸刀稀有武器T5	T5
1206	【稀有】啸神刀	16	1	676	13096	13096	霸刀稀有武器T6	T6
1207	【稀有】如云刀	16	1	677	13097	13097	霸刀稀有武器T7	T7
1208	【稀有】雨岩刀	16	1	678	13098	13098	霸刀稀有武器T8	T8
1209	【稀有】斟斗刀	16	1	679	13099	13099	霸刀稀有武器T9	T9
1210	【稀有】风骨刀	16	1	680	13100	13100	霸刀稀有武器T10	T10
1101	窃魂刀	16	2	10671	13091	13091	霸刀女武器T1	T1
1102	静天刀	16	2	10672	13092	13092	霸刀女武器T2	T2
1103	陇云刀	16	2	10673	13093	13093	霸刀女武器T3	T3
1104	驭神刀	16	2	10674	13094	13094	霸刀女武器T4	T4
1105	云毓刀	16	2	10675	13095	13095	霸刀女武器T5	T5
1106	啸神刀	16	2	10676	13096	13096	霸刀女武器T6	T6
1107	如云刀	16	2	10677	13097	13097	霸刀女武器T7	T7
1108	雨岩刀	16	2	10678	13098	13098	霸刀女武器T8	T8
1109	斟斗刀	16	2	10679	13099	13099	霸刀女武器T9	T9
1110	风骨刀	16	2	10680	13100	13100	霸刀女武器T10	T10
1201	【稀有】窃魂刀	16	2	10671	13091	13091	霸刀女稀有武器T1	T1
1202	【稀有】静天刀	16	2	10672	13092	13092	霸刀女稀有武器T2	T2
1203	【稀有】陇云刀	16	2	10673	13093	13093	霸刀女稀有武器T3	T3
1204	【稀有】驭神刀	16	2	10674	13094	13094	霸刀女稀有武器T4	T4
1205	【稀有】云毓刀	16	2	10675	13095	13095	霸刀女稀有武器T5	T5
1206	【稀有】啸神刀	16	2	10676	13096	13096	霸刀女稀有武器T6	T6
1207	【稀有】如云刀	16	2	10677	13097	13097	霸刀女稀有武器T7	T7
1208	【稀有】雨岩刀	16	2	10678	13098	13098	霸刀女稀有武器T8	T8
1209	【稀有】斟斗刀	16	2	10679	13099	13099	霸刀女稀有武器T9	T9
1210	【稀有】风骨刀	16	2	10680	13100	13100	霸刀女稀有武器T10	T10
1501	【传承】窃魂刀	16	2	10671	13091	13091	霸刀女传承武器T1	T1
1502	【传承】静天刀	16	2	10672	13092	13092	霸刀女传承武器T2	T2
1503	【传承】陇云刀	16	2	10673	13093	13093	霸刀女传承武器T3	T3
1504	【传承】驭神刀	16	2	10674	13094	13094	霸刀女传承武器T4	T4
1505	【传承】云毓刀	16	2	10675	13095	13095	霸刀女传承武器T5	T5
1506	【传承】啸神刀	16	2	10676	13096	13096	霸刀女传承武器T6	T6
1507	【传承】如云刀	16	2	10677	13097	13097	霸刀女传承武器T7	T7
1508	【传承】雨岩刀	16	2	10678	13098	13098	霸刀女传承武器T8	T8
1509	【传承】斟斗刀	16	2	10679	13099	13099	霸刀女传承武器T9	T9
1510	【传承】风骨刀	16	2	10680	13100	13100	霸刀女传承武器T10	T10
1101	风渊剑	17		681	13101	13101	华山武器T1	T1
1102	冷月剑	17		682	13102	13102	华山武器T2	T2
1103	破云剑	17		683	13103	13103	华山武器T3	T3
1104	赤眸剑	17		684	13104	13104	华山武器T4	T4
1105	墨玉剑	17		685	13105	13105	华山武器T5	T5
1106	无尘剑	17		686	13106	13106	华山武器T6	T6
1107	碧灵剑	17		687	13107	13107	华山武器T7	T7
1108	青韵剑	17		688	13108	13108	华山武器T8	T8
1109	玉泉剑	17		689	13109	13109	华山武器T9	T9
