GoodsId	TemplateId	Name	Price	MoneyType	ShopType	SubType	Sort	Discount	LimitType	LimitNum	HotTip	TimeFrame	CloseTimeFrame	MinLevel	ShowLevel	ShowVipLevel	OpenTime	CloseTime	version_tx	version_vn	version_hk	version_xm	version_en	version_kor	version_th
8031	2808	称号·揸Fit人（30天）	3888	SilverBoard	Dress	tabDressOtherShop	31				1								1	1	1	1	1	1	1
8032	2809	称号·金牌打手（30天）	3888	SilverBoard	Dress	tabDressOtherShop	32				1								1	1	1	1	1	1	1
8033	2810	称号·古惑仔（30天）	3888	SilverBoard	Dress	tabDressOtherShop	33				1								1	1	1	1	1	1	1
8034	2811	称号·浊水溪霸主（30天）	3888	SilverBoard	Dress	tabDressOtherShop	34				1								1	1	1	1	1	1	1
8035	2812	称号·天下第一帮（30天）	3888	SilverBoard	Dress	tabDressOtherShop	35				1								1	1	1	1	1	1	1
8036	2813	称号·山线无敌（30天）	3888	SilverBoard	Dress	tabDressOtherShop	36				1								1	1	1	1	1	1	1
8037	2814	称号·纵贯江湖（30天）	3888	SilverBoard	Dress	tabDressOtherShop	37				1								1	1	1	1	1	1	1
8038	2815	称号·傲视群雄（30天）	3888	SilverBoard	Dress	tabDressOtherShop	38				1								1	1	1	1	1	1	1
8039	2816	称号·超脱众人（30天）	3888	SilverBoard	Dress	tabDressOtherShop	39				1								1	1	1	1	1	1	1
8040	2817	称号·独孤求败（30天）	3888	SilverBoard	Dress	tabDressOtherShop	40				1								1	1	1	1	1	1	1
8041	2818	称号·盖世无双（30天）	3888	SilverBoard	Dress	tabDressOtherShop	41				1								1	1	1	1	1	1	1
8042	2819	称号·绝顶高手（30天）	3888	SilverBoard	Dress	tabDressOtherShop	42				1								1	1	1	1	1	1	1
8043	2820	称号·难逢敌手（30天）	3888	SilverBoard	Dress	tabDressOtherShop	43				1								1	1	1	1	1	1	1
8044	2864	称号·惊鸿侠影	3888	SilverBoard	Dress	tabDressOtherShop	44				1								1	1	1	1	1	1	1
8045	2865	称号·名镇中原	3888	SilverBoard	Dress	tabDressOtherShop	45				1								1	1	1	1	1	1	1
8046	2866	称号·震古铄今	3888	SilverBoard	Dress	tabDressOtherShop	46				1								1	1	1	1	1	1	1
8047	2867	称号·封面潮人（30天）	3888	SilverBoard	Dress	tabDressOtherShop	47				1								1	1	1	1	1	1	1
8048	2868	称号·潮流教主（30天）	3888	SilverBoard	Dress	tabDressOtherShop	48				1								1	1	1	1	1	1	1
8049	2869	称号·时尚达人（30天）	3888	SilverBoard	Dress	tabDressOtherShop	49				1								1	1	1	1	1	1	1
8050	3247	称号·煮酒会英雄（30天）	3888	SilverBoard	Dress	tabDressOtherShop	50				1								1	1	1	1	1	1	1
8051	3248	称号·侠义之心（7天）	3888	SilverBoard	Dress	tabDressOtherShop	51				1								1	1	1	1	1	1	1
8052	3283	称号·威震武林（3天）	3888	SilverBoard	Dress	tabDressOtherShop	52				1								1	1	1	1	1	1	1
8053	3284	称号·香港第一帮派（15天）	3888	SilverBoard	Dress	tabDressOtherShop	53				1								1	1	1	1	1	1	1
8054	3285	称号·台湾第一帮派（15天）	3888	SilverBoard	Dress	tabDressOtherShop	54				1								1	1	1	1	1	1	1
8055	3286	称号·境外第一帮派（15天）	3888	SilverBoard	Dress	tabDressOtherShop	55				1								1	1	1	1	1	1	1
8056	3287	称号·雄霸一方（15天）	3888	SilverBoard	Dress	tabDressOtherShop	56				1								1	1	1	1	1	1	1
8057	3288	称号·义薄云天	3888	SilverBoard	Dress	tabDressOtherShop	57				1								1	1	1	1	1	1	1
8058	3289	称号·仗剑天涯	3888	SilverBoard	Dress	tabDressOtherShop	58				1								1	1	1	1	1	1	1
8059	3290	称号·猛龙过江	3888	SilverBoard	Dress	tabDressOtherShop	59				1								1	1	1	1	1	1	1
8060	3291	称号·只手遮天	3888	SilverBoard	Dress	tabDressOtherShop	60				1								1	1	1	1	1	1	1
8061	3292	称号·战无不胜	3888	SilverBoard	Dress	tabDressOtherShop	61				1								1	1	1	1	1	1	1
8062	3293	称号·胜者为王	3888	SilverBoard	Dress	tabDressOtherShop	62				1								1	1	1	1	1	1	1
8063	3294	称号·盖世英雄	3888	SilverBoard	Dress	tabDressOtherShop	63				1								1	1	1	1	1	1	1
8064	3295	称号·人剑合一	3888	SilverBoard	Dress	tabDressOtherShop	64				1								1	1	1	1	1	1	1
8065	3296	称号·侠肝义胆	3888	SilverBoard	Dress	tabDressOtherShop	65				1								1	1	1	1	1	1	1
8066	3297	称号·卧虎藏龙	3888	SilverBoard	Dress	tabDressOtherShop	66				1								1	1	1	1	1	1	1
8067	3298	称号·乱世英雄	3888	SilverBoard	Dress	tabDressOtherShop	67				1								1	1	1	1	1	1	1
8068	3315	“见多识广”称号（10天）	3888	SilverBoard	Dress	tabDressOtherShop	68				1								1	1	1	1	1	1	1
8069	3316	“博古通今”称号（10天）	3888	SilverBoard	Dress	tabDressOtherShop	69				1								1	1	1	1	1	1	1
8070	3438	称号·天籁之音（60天）	3888	SilverBoard	Dress	tabDressOtherShop	70				1								1	1	1	1	1	1	1
8071	3439	称号·灵魂导师（60天）	3888	SilverBoard	Dress	tabDressOtherShop	71				1								1	1	1	1	1	1	1
8072	3440	称号·雪利兵残（30天）	3888	SilverBoard	Dress	tabDressOtherShop	72				1								1	1	1	1	1	1	1
8073	3441	称号·ToT好痛（30天）	3888	SilverBoard	Dress	tabDressOtherShop	73				1								1	1	1	1	1	1	1
8074	3442	称号·还真的郎君（30天）	3888	SilverBoard	Dress	tabDressOtherShop	74				1								1	1	1	1	1	1	1
8075	3443	称号·爷只是传说（30天）	3888	SilverBoard	Dress	tabDressOtherShop	75				1								1	1	1	1	1	1	1
8076	3444	称号·凛·守护神（30天）	3888	SilverBoard	Dress	tabDressOtherShop	76				1								1	1	1	1	1	1	1
8077	6007	称号·武林至尊（半年）	188888	SilverBoard	Dress	tabDressOtherShop	77				1								1	1	1	1	1	1	1
