OpenServerDay	StartDateTime	EndDateTime	KeyName	Type	Desc	TimeFrameLimitGE	TimeFrameLimitLE	Param1	Param2	Param3	Param4	Param5	Param6	Param7	Param8	Param9	Param10	version_tx	version_vn	version_hk	version_xm	version_en	version_kor	version_th
	2017-9-15-04-00-00	2017-9-23-04-00-00	RechargeResetDou	RechargeResetDou	重置首次储值双倍（VN）														1					
	2018-3-11-04-00-00	2018-3-17-23-59-59	ShopAct	ShopAct	越南：新年外装和小白犬			ServerSetting/Activity/ShopActWares_VN.tab											1					
	2018-4-1-04-00-00	2018-4-6-23-59-59	ShopAct	ShopAct	越南：丝路流纱染色谱			ServerSetting/Activity/ShopActWares_VN.tab											1					
	2017-10-1-04-00-00	2017-10-8-23-59-59	ChangeFactionTime	ChangeFactionTime	特批转职（VN）														1					
	2018-1-1-04-00-00	2017-1-7-23-59-59	ChangeFactionTime	ChangeFactionTime	特批转职（HK）	OpenLevel69|1	OpenDay720|3													1				
	2017-9-19-04-00-00	2030-10-20-23-59-59	ShopAct	ShopAct	XM：限时商品			ServerSetting/Activity/ShopActWares_XM.tab													1			
	2017-9-19-04-00-00	2017-10-2-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	情窦初开礼包（XM）			tbAward													1			
	2017-9-19-04-00-00	2017-10-2-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	一见锺情礼包（XM）			tbAward													1			
	2017-9-19-04-00-00	2017-10-2-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	情意绵绵礼包（XM）			tbAward													1			
	2017-9-19-04-00-00	2017-10-2-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	百年好合礼包（XM）			tbAward													1			
	2017-9-26-04-00-00	2017-10-4-04-00-00	RechargeResetDou	RechargeResetDou	重置首次储值双倍（TH）																			1
	2017-9-10-04-00-00	2017-9-14-23-59-59	TeachersDayAct	TeachersDayAct	师徒节活动	OpenLevel59|1	OpenDay720|3											1						
	2017-9-8-04-00-00	2017-9-15-3-59-59	RechargeResetDou	RechargeResetDou	重置首次储值双倍（HK）															1				
	2017-9-22-04-00-00	2030-10-12-23-59-59	ShopAct	ShopAct	黑帮外装打折			ServerSetting/Activity/ShopActWares.tab	0	限时限购	Dress							1						
	2017-10-1-04-00-00	2017-10-7-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	花好月圆礼包（Kor）	OpenLevel59|1	OpenDay720|3	tbAward															1	
	2017-10-1-04-00-00	2017-10-7-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	月满乾坤礼包（Kor）	OpenLevel59|1	OpenDay720|3	tbAward															1	
	2017-10-1-04-00-00	2017-10-7-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	和和美美礼包（Kor）	OpenLevel59|1	OpenDay720|3	tbAward															1	
	2017-10-1-04-00-00	2017-10-7-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	春花秋月礼包（Kor）	OpenLevel59|1	OpenDay720|3	tbAward															1	
	2018-2-7-10-00-00	2030-3-4-23-59-59	WeddingAct	WeddingAct	结婚系统限时开放													1						
	2017-10-17-04-00-00	2030-11-15-23-59-59	ShopAct	ShopAct	限时商品（TH）			ServerSetting/Activity/ShopActWares_TH.tab																1
	2017-10-1-04-00-00	2017-10-7-23-59-59	CollectAndRobClue	CollectAndRobClue	国庆日相关活动													1						
	2017-10-14-04-00-00	2030-10-29-23-59-59	JiziAct	JiziAct	江湖盛典-集字活动			2017.10.21 23:59:59	2017.10.14 4:00:00-2017.10.29 23:59:59									1						
	2017-11-3-00-00-00	2030-12-3-23-59-59	WeddingAct	WeddingAct	结婚系统限时开放（VN）														1					
	2017-10-17-04-00-00	2017-10-29-23-59-59	ShopAct	ShopAct	浮光若梦外装上架（VN）			ServerSetting/Activity/ShopActWares.tab											1					
	2018-3-15-04-00-00	2030-3-22-23-59-59	ShopAct	ShopAct	限时商品（KO）			ServerSetting/Activity/ShopActWares_KO.tab															1	
	2017-10-23-00-00-00	2030-11-23-23-59-59	WeddingAct	WeddingAct	结婚系统限时开放（XM）																1			
	2018-4-12-00-00-00	2030-5-13-23-59-59	WeddingAct	WeddingAct	结婚系统限时开放（HK）															1				
	2018-5-23-04-00-00	2030-6-24-23-59-59	WeddingAct	WeddingAct	结婚系统限时开放（KO）																		1	
	2017-10-22-04-00-00	2017-10-29-03-59-59	ShengDianLoginAct	ShengDianLoginAct	盛典活动登入领奖													1						
	2017-11-03-04-00-00	2017-12-3-23-59-59	NewServerFirstLoginAward	NewServerFirstLoginAward	新服创建角色奖励	OpenLevel39|1	OpenLevel39|2											1						
	2017-11-12-04-00-00	2017-11-12-23-59-59	ActLotteryDraw	ActLotteryDraw	抽奖系统													1						
	2017-11-11-04-00-00	2017-11-19-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	双11礼包（未开启69）	OpenLevel39|1	OpenLevel69|-1	tbAward										1						
	2017-11-11-04-00-00	2017-11-19-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	双11礼包（开启69）	OpenLevel69|1	OpenLevel89|-1	tbFirstAward										1						
	2017-11-11-04-00-00	2017-11-19-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	双11礼包（开启89）	OpenLevel89|1	OpenLevel109|-1	tbThirdAward										1						
	2017-11-11-04-00-00	2017-11-19-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	双11礼包（开启109）	OpenLevel109|1	OpenDay720|3	szFourthAward										1						
	2018-4-13-04-00-00	2018-4-20-23-59-59	ShopAct	ShopAct	苍澜花间外装销售			ServerSetting/Activity/ShopActWares.tab										1						
	2017-12-22-04-00-01	2017-12-23-03-59-59	DongzhiGather	GatherBox	冬至庆典													1						
	2017-12-22-04-00-01	2017-12-23-03-59-59	CommerceTaskAct	CommerceTaskAct	商会活动													1						
	2017-12-22-04-00-01	2017-12-23-03-59-59	DongZhiAct	DongZhiAct	2017冬至活动													1						
	2018-2-28-00-00-01	2018-3-4-23-59-59	ShopAct	ShopAct	元宵礼盒与外装返场			ServerSetting/Activity/ShopActWares.tab										1						
	2018-2-10-04-00-01	2020-2-28-23-59-59	ShopAct	ShopAct	新年特惠活动、新年外装	OpenLevel39|1	OpenLevel49|-1	ServerSetting/Activity/ShopNewyearWares.tab		迎夏特惠								1	1	1	1	1	1	1
	2018-2-10-04-00-01	2018-2-28-23-59-59	ShopAct	ShopAct	新年特惠活动、新年外装	OpenLevel49|1	OpenLevel59|-1	ServerSetting/Activity/ShopNewyearWares_lv49.tab		迎夏特惠								1	1					
	2018-2-10-04-00-01	2018-2-28-23-59-59	ShopAct	ShopAct	新年特惠活动、新年外装	OpenLevel59|1	OpenLevel69|-1	ServerSetting/Activity/ShopNewyearWares_lv59.tab		迎夏特惠								1	1					
	2018-2-10-04-00-01	2018-2-28-23-59-59	ShopAct	ShopAct	新年特惠活动、新年外装	OpenLevel69|1	OpenLevel79|-1	ServerSetting/Activity/ShopNewyearWares_lv69.tab		迎夏特惠								1	1					
	2018-2-10-04-00-01	2018-2-28-23-59-59	ShopAct	ShopAct	新年特惠活动、新年外装	OpenLevel79|1	OpenLevel109|-1	ServerSetting/Activity/ShopNewyearWares_lv79.tab		迎夏特惠								1	1					
	2018-2-10-04-00-01	2018-2-28-23-59-59	ShopAct	ShopAct	新年特惠活动、新年外装	OpenLevel109|1	OpenDay720|3	ServerSetting/Activity/ShopNewyearWares_lv109.tab		迎夏特惠								1	1					
	2018-2-13-04-00-00	2018-2-22-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	迎夏礼包（未开69上限）	OpenLevel39|1	OpenLevel69|-1	tbAward										1						
	2018-2-13-04-00-00	2018-2-22-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	迎夏礼包（开启69）	OpenLevel69|1	OpenLevel89|-1	tbFirstAward										1						
	2018-2-13-04-00-00	2018-2-22-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	迎夏礼包（开启89）	OpenLevel89|1	OpenLevel109|-1	tbThirdAward										1						
	2018-2-13-04-00-00	2018-2-22-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	迎夏礼包（开启109）	OpenLevel109|1	OpenDay720|3	szFourthAward										1						
OpenLevel39|1;OpenLevel59|1			PowerRankAct	PowerRankAct														1		1				
	2018-2-11-04-00-00	2018-2-21-3-59-59	NewYearQAAct	NewYearQAAct	新年礼盒的考验													1						
	2018-2-12-04-00-01	2020-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动(VN)	OpenLevel39|1	OpenLevel49|-1	ServerSetting/Activity/ShopNewyearWares.tab		迎夏特惠								1	1	1	1	1	1	1
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动(VN)	OpenLevel49|1	OpenLevel59|-1	ServerSetting/Activity/ShopNewyearWares_lv49.tab		迎夏特惠									1					
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动(VN)	OpenLevel59|1	OpenLevel69|-1	ServerSetting/Activity/ShopNewyearWares_lv59.tab		迎夏特惠									1					
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动(VN)	OpenLevel69|1	OpenLevel79|-1	ServerSetting/Activity/ShopNewyearWares_lv69.tab		迎夏特惠									1					
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动(VN)	OpenLevel79|1	OpenLevel109|-1	ServerSetting/Activity/ShopNewyearWares_lv79.tab		迎夏特惠									1					
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动(VN)	OpenLevel109|1	OpenDay720|3	ServerSetting/Activity/ShopNewyearWares_lv109.tab		迎夏特惠									1					
	2018-2-13-04-00-00	2018-2-22-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	新年礼包（未开69上限）	OpenLevel39|1	OpenLevel69|-1	tbAward											1					
	2018-2-13-04-00-00	2018-2-22-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	新年礼包（开启69）	OpenLevel69|1	OpenLevel89|-1	tbFirstAward											1					
	2018-2-13-04-00-00	2018-2-22-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	新年礼包（开启89）	OpenLevel89|1	OpenLevel109|-1	tbThirdAward											1					
	2018-2-13-04-00-00	2018-2-22-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	新年礼包（开启109）	OpenLevel109|1	OpenDay720|3	szFourthAward											1					
	2018-2-12-04-00-01	2020-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动（XM）	OpenLevel39|1	OpenLevel49|-1	ServerSetting/Activity/ShopNewyearWares.tab		迎夏特惠								1	1	1	1	1	1	1
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动（XM）	OpenLevel49|1	OpenLevel59|-1	ServerSetting/Activity/ShopNewyearWares_lv49.tab		迎夏特惠											1			
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动（XM）	OpenLevel59|1	OpenLevel69|-1	ServerSetting/Activity/ShopNewyearWares_lv59.tab		迎夏特惠											1			
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动（XM）	OpenLevel69|1	OpenLevel79|-1	ServerSetting/Activity/ShopNewyearWares_lv69.tab		迎夏特惠											1			
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动（XM）	OpenLevel79|1	OpenLevel109|-1	ServerSetting/Activity/ShopNewyearWares_lv79.tab		迎夏特惠											1			
	2018-2-12-04-00-01	2018-2-26-23-59-59	ShopAct	ShopAct	新年特惠活动（XM）	OpenLevel109|1	OpenDay720|3	ServerSetting/Activity/ShopNewyearWares_lv109.tab		迎夏特惠											1			
	2018-2-16-04-00-00	2018-2-28-23-59-59	RechargeNewyearGrowInvest	RechargeNewyearGrowInvest	新年：一本万利（XM）																1			
OpenLevel39|1;OpenLevel39|2			CrossEachServerAct	CrossEachServerAct	互通服最新消息													1						
	2018-3-22-04-00-00	2018-3-31-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	三月礼包（未开69上限）	OpenLevel39|1	OpenLevel69|-1	tbAward										1						
	2018-3-22-04-00-00	2018-3-31-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	三月礼包（开启69）	OpenLevel69|1	OpenLevel89|-1	tbFirstAward										1						
	2018-3-22-04-00-00	2018-3-31-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	三月礼包（开启89）	OpenLevel89|1	OpenLevel109|-1	tbThirdAward										1						
	2018-3-22-04-00-00	2018-3-31-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	三月礼包（开启109）	OpenLevel109|1	OpenDay720|3	szFourthAward										1						
	2018-9-4-04-00-00	2018-9-10-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	四月礼包（未开69上限）	OpenLevel39|1	OpenLevel69|-1	tbAward										1		1				
	2018-9-4-04-00-00	2018-9-10-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	四月礼包（开启69）	OpenLevel69|1	OpenLevel89|-1	tbFirstAward										1		1				
	2018-9-4-04-00-00	2018-9-10-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	四月礼包（开启89）	OpenLevel89|1	OpenLevel109|-1	tbThirdAward										1		1				
	2018-9-4-04-00-00	2018-9-10-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	四月礼包（开启109）	OpenLevel109|1	OpenDay720|3	szFourthAward										1		1				
	2018-5-20-04-00-00	2018-5-27-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	暑假祝福礼包（未开69上限）	OpenLevel39|1	OpenLevel69|-1	tbAward										1						
	2018-5-20-04-00-00	2018-5-27-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	暑假祝福礼包（开启69）	OpenLevel69|1	OpenLevel89|-1	tbFirstAward										1						
	2018-5-20-04-00-00	2018-5-27-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	暑假盛典礼包（开启89）	OpenLevel89|1	OpenLevel109|-1	tbThirdAward										1						
	2018-5-20-04-00-00	2018-5-27-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	暑假狂欢礼包（开启109）	OpenLevel109|1	OpenDay720|3	szFourthAward										1						
	2018-4-27-12-00-00	2018-5-30-23-59-59	GoodVoice	GoodVoice	好声音活动													1						
	2018-9-4-04-00-00	2018-9-06-23-59-59	AuctionDealerAct	AuctionDealerAct	西域行商			7673|5|1												1				
	2018-4-29-04-00-00	2018-5-4-03-59-59	LaoDongJie	LaoDongJie	劳动节													1						
	2018-4-29-04-00-00	2018-5-4-03-59-59	MedalFightAct	MedalFightAct	奖章争夺战													1						
	2018-4-29-04-00-00	2018-5-4-03-59-59	PlantCureHelpAct	PlantCureHelpAct	协助额外奖励													1						
	2018-6-1-04-00-00	2020-6-4-23-59-59	ShopAct	ShopAct	周年庆特惠（未开49）	OpenLevel39|1	OpenLevel49|-1	ServerSetting/Activity/ShopNewyearWares.tab		周年庆特惠							1	1	1	1	1	1	1	1
	2018-6-1-04-00-00	2018-6-4-23-59-59	ShopAct	ShopAct	周年庆特惠（开启49）	OpenLevel49|1	OpenLevel59|-1	ServerSetting/Activity/ShopNewyearWares_lv49.tab		周年庆特惠								1						
	2018-6-1-04-00-00	2018-6-4-23-59-59	ShopAct	ShopAct	周年庆特惠（开启59）	OpenLevel59|1	OpenLevel69|-1	ServerSetting/Activity/ShopNewyearWares_lv59.tab		周年庆特惠								1						
	2018-6-1-04-00-00	2018-6-4-23-59-59	ShopAct	ShopAct	周年庆特惠（开启69）	OpenLevel69|1	OpenLevel79|-1	ServerSetting/Activity/ShopNewyearWares_lv69.tab		周年庆特惠								1						
	2018-6-1-04-00-00	2018-6-4-23-59-59	ShopAct	ShopAct	周年庆特惠（开启79）	OpenLevel79|1	OpenLevel109|-1	ServerSetting/Activity/ShopNewyearWares_lv79.tab		周年庆特惠								1						
	2018-6-1-04-00-00	2018-6-4-23-59-59	ShopAct	ShopAct	周年庆特惠（开启109）	OpenLevel109|1	OpenDay720|999	ServerSetting/Activity/ShopNewyearWares_lv109.tab		周年庆特惠								1						
	2018-6-1-04-00-00	2018-6-8-03-59-59	RechargeCardAct	RechargeCardAct	周年庆周月卡奖励加成50%			50	周年庆									1						
	2018-6-1-04-00-00	2018-6-10-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	周年庆礼包（未开69上限）	OpenLevel39|1	OpenLevel69|-1	tbAward										1						
	2018-6-1-04-00-00	2018-6-10-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	周年庆礼包（开启69）	OpenLevel69|1	OpenLevel89|-1	tbFirstAward										1						
	2018-6-1-04-00-00	2018-6-10-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	周年庆礼包（开启89）	OpenLevel89|1	OpenLevel109|-1	tbThirdAward										1						
	2018-6-1-04-00-00	2018-6-10-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	周年庆礼包（开启109）	OpenLevel109|1	OpenDay720|999	szFourthAward										1						
	2018-6-1-04-00-00	2018-6-10-23-59-59	AnniversaryQAAct	NewYearQAAct	周年礼盒的考验													1						
	2018-6-1-04-00-00	2018-6-16-3-59-59	ZhouNianQing2	ZhouNianQing2	周年庆主介面图示													1						
	2018-6-1-04-00-00	2018-6-7-23-59-59	DanceAct	DanceAct	舞动江湖													1						
	2018-6-14-04-00-00	2018-7-17-0-0-0	WorldCupAct	WorldCupAct	世界盃收集活动													1						
	2018-6-15-04-00-00	2018-6-24-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	端午礼包（未开69上限）	OpenLevel39|1	OpenLevel69|-1	tbAward										1						
	2018-6-15-04-00-00	2018-6-24-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	端午礼包（开启69）	OpenLevel69|1	OpenLevel89|-1	tbFirstAward										1						
	2018-6-15-04-00-00	2018-6-24-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	端午礼包（开启89）	OpenLevel89|1	OpenLevel109|-1	tbThirdAward										1						
	2018-6-15-04-00-00	2018-6-24-23-59-59	RechargeNewYearBuyGift	RechargeNewYearBuyGift	端午礼包（开启109）	OpenLevel109|1	OpenDay720|999	szFourthAward										1						
	2018-6-23-04-00-00	2018-6-24-16-29-59	JueDiAct	JueDiAct	绝地试炼	OpenDay118|1												1						
	2018-6-29-04-00-00	2018-7-17-0-0-0	WorldCupGuessAct	WorldCupGuessAct	世界盃竞猜活动													1						
	2018-7-5-04-00-00	2018-7-25-3-59-59	FinishCommerceTaskAct	FinishCommerceTaskAct	残缺的票券收集													1						
