ResId	ResFile	ResAttribID	ResSlot	Desc	Desc2	Desc3	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
3202	Player/Characters/F1/Prefab/F1_D005_Body.prefab	53202	B_Hs	F1萝莉等级装T1·偏色2																																
3203	Player/Characters/F1/Prefab/F1_D005_Body.prefab	53203	B_Hs	F1萝莉等级装T1·偏色3																																
3204	Player/Characters/F1/Prefab/F1_D009_Body.prefab	53204	B_Hs	F1萝莉等级装T2·偏色1																																
3205	Player/Characters/F1/Prefab/F1_D009_Body.prefab	53205	B_Hs	F1萝莉等级装T2·偏色2																																
3206	Player/Characters/F1/Prefab/F1_D009_Body.prefab	53206	B_Hs	F1萝莉等级装T2·偏色3																																
3207	Player/Characters/F1/Prefab/F1_D008_Body.prefab	53207	B_Hs	F1萝莉等级装T3·偏色1																																
3208	Player/Characters/F1/Prefab/F1_D008_Body.prefab	53208	B_Hs	F1萝莉等级装T3·偏色2																																
3209	Player/Characters/F1/Prefab/F1_D008_Body.prefab	53209	B_Hs	F1萝莉等级装T3·偏色3																																
3210	Player/Characters/F1/Prefab/F1_D012_Body.prefab	53210	B_Hs	F1萝莉等级装T4·偏色1																																
3211	Player/Characters/F1/Prefab/F1_D012_Body.prefab	53211	B_Hs	F1萝莉等级装T4·偏色2																																
3212	Player/Characters/F1/Prefab/F1_D012_Body.prefab	53212	B_Hs	F1萝莉等级装T4·偏色3																																
3213	Player/Characters/F1/Prefab/F1_D006_Body.prefab	53213	B_Hs	F1萝莉等级装T5·偏色1																																
3214	Player/Characters/F1/Prefab/F1_D006_Body.prefab	53214	B_Hs	F1萝莉等级装T5·偏色2																																
3215	Player/Characters/F1/Prefab/F1_D006_Body.prefab	53215	B_Hs	F1萝莉等级装T5·偏色3																																
3216	Player/Characters/F1/Prefab/F1_D011_Body.prefab	53216	B_Hs	F1萝莉等级装T6·偏色1																																
3217	Player/Characters/F1/Prefab/F1_D011_Body.prefab	53217	B_Hs	F1萝莉等级装T6·偏色2																																
3218	Player/Characters/F1/Prefab/F1_D011_Body.prefab	53218	B_Hs	F1萝莉等级装T6·偏色3																																
3219	Player/Characters/F1/Prefab/F1_D003_Body.prefab	53219	B_Hs	F1萝莉等级装T7·偏色1																																
3220	Player/Characters/F1/Prefab/F1_D003_Body.prefab	53220	B_Hs	F1萝莉等级装T7·偏色2																																
3221	Player/Characters/F1/Prefab/F1_D003_Body.prefab	53221	B_Hs	F1萝莉等级装T7·偏色3																																
3222	Player/Characters/F1/Prefab/F1_D007_Body.prefab	53222	B_Hs	F1萝莉等级装T8·偏色1																																
3223	Player/Characters/F1/Prefab/F1_D007_Body.prefab	53223	B_Hs	F1萝莉等级装T8·偏色2																																
3224	Player/Characters/F1/Prefab/F1_D007_Body.prefab	53224	B_Hs	F1萝莉等级装T8·偏色3																																
3225	Player/Characters/F1/Prefab/F1_D010_Body.prefab	53225	B_Hs	F1萝莉等级装T9·偏色1																																
3226	Player/Characters/F1/Prefab/F1_D010_Body.prefab	53226	B_Hs	F1萝莉等级装T9·偏色2																																
3227	Player/Characters/F1/Prefab/F1_D010_Body.prefab	53227	B_Hs	F1萝莉等级装T9·偏色3																																
3228	Player/Characters/F1/Prefab/F1_D004_Body.prefab	53228	B_Hs	F1萝莉等级装T10·偏色1																																
3229	Player/Characters/F1/Prefab/F1_D004_Body.prefab	53229	B_Hs	F1萝莉等级装T10·偏色2																																
3230	Player/Characters/F1/Prefab/F1_D004_Body.prefab	53230	B_Hs	F1萝莉等级装T10·偏色3																																
3231	Player/Characters/F1/Prefab/F1_D002_Body.prefab	53231	B_Hs	F1萝莉等级装T11·偏色1																																
3232	Player/Characters/F1/Prefab/F1_D002_Body.prefab	53232	B_Hs	F1萝莉等级装T11·偏色2																																
3233	Player/Characters/F1/Prefab/F1_D002_Body.prefab	53233	B_Hs	F1萝莉等级装T11·偏色3																																
3234	Player/Characters/F1/Prefab/F1_D013_Body.prefab	53234	B_Hs	F1萝莉等级装T12·偏色1																																
3235	Player/Characters/F1/Prefab/F1_D013_Body.prefab	53235	B_Hs	F1萝莉等级装T12·偏色2																																
3236	Player/Characters/F1/Prefab/F1_D013_Body.prefab	53236	B_Hs	F1萝莉等级装T12·偏色3																																
3237	Player/Characters/F1/Prefab/F1_D001_Body.prefab	53237	B_Hs	F1萝莉等级装T13·偏色1																																
3238	Player/Characters/F1/Prefab/F1_D001_Body.prefab	53238	B_Hs	F1萝莉等级装T13·偏色2																																
3239	Player/Characters/F1/Prefab/F1_D001_Body.prefab	53239	B_Hs	F1萝莉等级装T13·偏色3																																
3241	Player/Characters/F1/Prefab/F1_D005_Body.prefab	53241	B_Hs	F1萝莉等级装T1·偏色4																																
3242	Player/Characters/F1/Prefab/F1_D009_Body.prefab	53242	B_Hs	F1萝莉等级装T2·偏色4																																
3243	Player/Characters/F1/Prefab/F1_D008_Body.prefab	53243	B_Hs	F1萝莉等级装T3·偏色4																																
3244	Player/Characters/F1/Prefab/F1_D012_Body.prefab	53244	B_Hs	F1萝莉等级装T4·偏色4																																
3245	Player/Characters/F1/Prefab/F1_D006_Body.prefab	53245	B_Hs	F1萝莉等级装T5·偏色4																																
3246	Player/Characters/F1/Prefab/F1_D011_Body.prefab	53246	B_Hs	F1萝莉等级装T6·偏色4																																
3247	Player/Characters/F1/Prefab/F1_D003_Body.prefab	53247	B_Hs	F1萝莉等级装T7·偏色4																																
3248	Player/Characters/F1/Prefab/F1_D007_Body.prefab	53248	B_Hs	F1萝莉等级装T8·偏色4																																
3249	Player/Characters/F1/Prefab/F1_D010_Body.prefab	53249	B_Hs	F1萝莉等级装T9·偏色4																																
3250	Player/Characters/F1/Prefab/F1_D004_Body.prefab	53250	B_Hs	F1萝莉等级装T10·偏色4																																
3251	Player/Characters/F1/Prefab/F1_D002_Body.prefab	53251	B_Hs	F1萝莉等级装T11·偏色4																																
3252	Player/Characters/F1/Prefab/F1_D013_Body.prefab	53252	B_Hs	F1萝莉等级装T12·偏色4																																
3253	Player/Characters/F1/Prefab/F1_D001_Body.prefab	53253	B_Hs	F1萝莉等级装T13·偏色4																																
3261	Player/Characters/F1/Prefab/F1_D014_Body.prefab		B_Hs	F1萝莉等级装T14·偏色1						F1_D014_Body	1		255|199|99|158	1	208|227|255|117	1.03	83|230|181|91	1.38																		
3262	Player/Characters/F1/Prefab/F1_D014_Body.prefab		B_Hs	F1萝莉等级装T14·偏色2						F1_D014_Body	1		255|199|99|158	1	215|245|255|117	1.03	21|113|163|121	2.13																		
3263	Player/Characters/F1/Prefab/F1_D014_Body.prefab		B_Hs	F1萝莉等级装T14·偏色3						F1_D014_Body	1		213|251|255|158	1.27	255|252|215|117	1.03	247|179|58|120	1.68																		
3264	Player/Characters/F1/Prefab/F1_D015_Body.prefab		B_Hs	F1萝莉等级装T15·偏色1						F1_D015_Body	1		228|250|255|118	1	230|47|58|120	1.47	255|213|213|86	1																		
3265	Player/Characters/F1/Prefab/F1_D015_Body.prefab		B_Hs	F1萝莉等级装T15·偏色2						F1_D015_Body	1		228|250|255|118	1	42|190|251|120	1.6	219|255|255|86	1																		
3266	Player/Characters/F1/Prefab/F1_D015_Body.prefab		B_Hs	F1萝莉等级装T15·偏色3						F1_D015_Body	1		228|250|255|118	1	253|194|68|120	1.6	255|243|219|86	1																		
4001	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54001	B_Hs	F2标女等级装T1																																
4002	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54002	B_Hs	F2标女等级装T2																																
4003	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54003	B_Hs	F2标女等级装T3																																
4004	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54004	B_Hs	F2标女等级装T4																																
4005	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54005	B_Hs	F2标女等级装T5																																
4006	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54006	B_Hs	F2标女等级装T6																																
4007	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54007	B_Hs	F2标女等级装T7																																
4008	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54008	B_Hs	F2标女等级装T8																																
4009	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54009	B_Hs	F2标女等级装T9																																
4010	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54010	B_Hs	F2标女等级装T10																																
4011	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54011	B_Hs	F2标女等级装T11																																
4012	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54012	B_Hs	F2标女等级装T12																																
4013	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54013	B_Hs	F2标女等级装T13																																
4014	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14				1		F2_D014_body	0		255|255|255|58	1	255|255|255|50	1	255|255|255|50	1																		
4015	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15				1		F2_D015_body	0		255|255|255|193	1.05	255|255|255|82	1	255|255|255|29	1																		
4101	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54101	B_Hs	F2标女等级装T6·黄金装																																
4102	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54102	B_Hs	F2标女等级装T7·黄金装																																
4103	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54103	B_Hs	F2标女等级装T8·黄金装																																
4104	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54104	B_Hs	F2标女等级装T9·黄金装																																
4105	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54105	B_Hs	F2标女等级装T10·黄金装																																
4106	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54106	B_Hs	F2标女等级装T11·黄金装																																
4107	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54107	B_Hs	F2标女等级装T12·黄金装																																
4108	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54108	B_Hs	F2标女等级装T13·黄金装																																
4109	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14·黄金装						F2_D014_body	1		255|213|104|58	1.28	255|152|0|113	1.25	172|172|172|136	1																		
4110	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15·黄金装						F2_D015_body	1		255|255|255|193	1.2	255|205|0|50	1.38	255|255|255|29	1																		
4201	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54201	B_Hs	F2标女等级装T1·偏色1																																
4202	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54202	B_Hs	F2标女等级装T1·偏色2																																
4203	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54203	B_Hs	F2标女等级装T1·偏色3																																
4204	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54204	B_Hs	F2标女等级装T2·偏色1																																
4205	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54205	B_Hs	F2标女等级装T2·偏色2																																
4206	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54206	B_Hs	F2标女等级装T2·偏色3																																
4207	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54207	B_Hs	F2标女等级装T3·偏色1																																
4208	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54208	B_Hs	F2标女等级装T3·偏色2																																
4209	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54209	B_Hs	F2标女等级装T3·偏色3																																
4210	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54210	B_Hs	F2标女等级装T4·偏色1																																
4211	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54211	B_Hs	F2标女等级装T4·偏色2																																
4212	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54212	B_Hs	F2标女等级装T4·偏色3																																
4213	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54213	B_Hs	F2标女等级装T5·偏色1																																
4214	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54214	B_Hs	F2标女等级装T5·偏色2																																
4215	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54215	B_Hs	F2标女等级装T5·偏色3																																
4216	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54216	B_Hs	F2标女等级装T6·偏色1																																
4217	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54217	B_Hs	F2标女等级装T6·偏色2																																
4218	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54218	B_Hs	F2标女等级装T6·偏色3																																
4219	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54219	B_Hs	F2标女等级装T7·偏色1																																
4220	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54220	B_Hs	F2标女等级装T7·偏色2																																
4221	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54221	B_Hs	F2标女等级装T7·偏色3																																
4222	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54222	B_Hs	F2标女等级装T8·偏色1																																
4223	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54223	B_Hs	F2标女等级装T8·偏色2																																
4224	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54224	B_Hs	F2标女等级装T8·偏色3																																
4225	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54225	B_Hs	F2标女等级装T9·偏色1																																
4226	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54226	B_Hs	F2标女等级装T9·偏色2																																
4227	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54227	B_Hs	F2标女等级装T9·偏色3																																
4228	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54228	B_Hs	F2标女等级装T10·偏色1																																
4229	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54229	B_Hs	F2标女等级装T10·偏色2																																
4230	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54230	B_Hs	F2标女等级装T10·偏色3																																
4231	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54231	B_Hs	F2标女等级装T11·偏色1																																
4232	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54232	B_Hs	F2标女等级装T11·偏色2																																
4233	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54233	B_Hs	F2标女等级装T11·偏色3																																
4234	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54234	B_Hs	F2标女等级装T12·偏色1																																
4235	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54235	B_Hs	F2标女等级装T12·偏色2																																
4236	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54236	B_Hs	F2标女等级装T12·偏色3																																
4237	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54237	B_Hs	F2标女等级装T13·偏色1																																
4238	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54238	B_Hs	F2标女等级装T13·偏色2																																
4239	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54239	B_Hs	F2标女等级装T13·偏色3																																
4241	Player/Characters/F2/Prefab/F2_D013_Body.prefab	54241	B_Hs	F2标女等级装T1·偏色4																																
4242	Player/Characters/F2/Prefab/F2_D008_Body.prefab	54242	B_Hs	F2标女等级装T2·偏色4																																
4243	Player/Characters/F2/Prefab/F2_D011_Body.prefab	54243	B_Hs	F2标女等级装T3·偏色4																																
4244	Player/Characters/F2/Prefab/F2_D012_Body.prefab	54244	B_Hs	F2标女等级装T4·偏色4																																
4245	Player/Characters/F2/Prefab/F2_D004_Body.prefab	54245	B_Hs	F2标女等级装T5·偏色4																																
4246	Player/Characters/F2/Prefab/F2_D003_Body.prefab	54246	B_Hs	F2标女等级装T6·偏色4																																
4247	Player/Characters/F2/Prefab/F2_D009_Body.prefab	54247	B_Hs	F2标女等级装T7·偏色4																																
4248	Player/Characters/F2/Prefab/F2_D002_Body.prefab	54248	B_Hs	F2标女等级装T8·偏色4																																
4249	Player/Characters/F2/Prefab/F2_D005_Body.prefab	54249	B_Hs	F2标女等级装T9·偏色4																																
4250	Player/Characters/F2/Prefab/F2_D007_Body.prefab	54250	B_Hs	F2标女等级装T10·偏色4																																
4251	Player/Characters/F2/Prefab/F2_D010_Body.prefab	54251	B_Hs	F2标女等级装T11·偏色4																																
4252	Player/Characters/F2/Prefab/F2_D006_Body.prefab	54252	B_Hs	F2标女等级装T12·偏色4																																
4253	Player/Characters/F2/Prefab/F2_D001_Body.prefab	54253	B_Hs	F2标女等级装T13·偏色4																																
4261	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14·偏色1						F2_D014_body	1		255|255|255|58	1	255|195|0|69	1.12	255|205|0|50	2.89																		
4262	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14·偏色2						F2_D014_body	1		255|255|255|58	1.14	193|191|255|69	1.12	127|154|255|50	2.89																		
4263	Player/Characters/F2/Prefab/F2_D014_Body.prefab		B_Hs	F2标女等级装T14·偏色3						F2_D014_body	1		255|255|255|58	1.14	138|206|255|69	1.12	99|209|255|69	2.89																		
4264	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15·偏色1				1		F2_D015_body	0		255|255|255|193	1.05	118|130|255|121	1.65	217|210|255|50	1.18																		
4265	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15·偏色2						F2_D015_body	1		255|255|255|193	1.05	255|251|114|109	1.14	255|254|225|50	1.1																		
4266	Player/Characters/F2/Prefab/F2_D015_Body.prefab		B_Hs	F2标女等级装T15·偏色3						F2_D015_body	1		255|255|255|193	1.05	255|123|153|125	1.33	255|234|239|62	1.1																		
6001	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56001	B_Hs	M1标男外装T1·颜色1		斗笠																														
6002	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56002	B_Hs	M1标男外装T1·颜色2		斗笠																														
6003	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56003	B_Hs	M1标男外装T1·颜色3		斗笠																														
6004	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56004	B_Hs	M1标男外装T1·颜色4		斗笠																														
6005	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56005	B_Hs	M1标男外装T2·颜色1		学院																														
6006	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56006	B_Hs	M1标男外装T2·颜色2		学院																														
6007	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56007	B_Hs	M1标男外装T2·颜色3		学院																														
6008	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56008	B_Hs	M1标男外装T2·颜色4		学院																														
6009	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56009	B_Hs	M1标男外装T2·颜色5		学院																														
6010	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56010	B_Hs	M1标男外装T2·颜色6		学院																														
6011	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56011	B_Hs	M1标男外装T2·颜色7		学院																														
6012	Player/Characters/M1/Prefab/M1_W002_Body.prefab	56012	B_Hs	M1标男外装T2·颜色8		学院																														
6013	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56013	B_Hs	M1标男外装T3·颜色1		新年大衣																														
6014	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56014	B_Hs	M1标男外装T3·颜色2		新年大衣																														
6015	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56015	B_Hs	M1标男外装T3·颜色3		新年大衣																														
6016	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56016	B_Hs	M1标男外装T3·颜色4		新年大衣																														
6017	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56017	B_Hs	M1标男外装T4·颜色1		八家将																														
6018	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56018	B_Hs	M1标男外装T4·颜色2		八家将																														
6019	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56019	B_Hs	M1标男外装T4·颜色3		八家将																														
6020	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56020	B_Hs	M1标男外装T4·颜色4		八家将																														
6021	Player/Characters/M1/Prefab/M1_W004_Body.prefab	56021	B_Hs	M1标男外装T4·颜色5		八家将																														
6022	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56022	B_Hs	M1标男外装T5·颜色1		黑帮																														
6023	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56023	B_Hs	M1标男外装T5·颜色2		黑帮																														
6024	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56024	B_Hs	M1标男外装T5·颜色3		黑帮																														
6025	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56025	B_Hs	M1标男外装T5·颜色4		黑帮																														
6026	Player/Characters/M1/Prefab/M1_W005_Body.prefab	56026	B_Hs	M1标男外装T5·颜色5		黑帮																														
6027	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56027	B_Hs	M1标男外装T6·颜色1		佳期																														
6028	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56028	B_Hs	M1标男外装T6·颜色2		佳期																														
6029	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56029	B_Hs	M1标男外装T6·颜色3		佳期																														
6030	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56030	B_Hs	M1标男外装T6·颜色4		佳期																														
6031	Player/Characters/M1/Prefab/M1_W006_Body.prefab	56031	B_Hs	M1标男外装T6·颜色5		佳期																														
6032	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56032	B_Hs	M1标男外装T7·颜色1		流光																														
6033	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56033	B_Hs	M1标男外装T7·颜色2		流光																														
6034	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56034	B_Hs	M1标男外装T7·颜色3		流光																														
6035	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56035	B_Hs	M1标男外装T7·颜色4		流光																														
6036	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56036	B_Hs	M1标男外装T8·颜色1		轻纱																														
6037	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56037	B_Hs	M1标男外装T8·颜色2		轻纱																														
6038	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56038	B_Hs	M1标男外装T8·颜色3		轻纱																														
6039	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56039	B_Hs	M1标男外装T8·颜色4		轻纱																														
6040	Player/Characters/M1/Prefab/M1_W009_Body.prefab	56040	B_Hs	M1标男外装T9·颜色1		婚礼																														
6041	Player/Characters/M1/Prefab/M1_W009A_Body.prefab	56041	B_Hs	M1标男外装T9·颜色2		婚礼																														
6042	Player/Characters/M1/Prefab/M1_W009B_Body.prefab	56042	B_Hs	M1标男外装T9·颜色3		婚礼																														
6043	Player/Characters/M1/Prefab/M1_W009_Body.prefab	56043	B_Hs	M1标男外装T9·颜色4		婚礼																														
6044	Player/Characters/M1/Prefab/M1_W001_Body.prefab	56044	B_Hs	M1标男外装T1·颜色5		斗笠																														
6045	Player/Characters/M1/Prefab/M1_W003_Body.prefab	56045	B_Hs	M1标男外装T3·颜色5		新年大衣																														
6046	Player/Characters/M1/Prefab/M1_W007_Body.prefab	56046	B_Hs	M1标男外装T7·颜色5		流光																														
6047	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56047	B_Hs	M1标男外装T8·颜色5		轻纱																														
6048	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56048	B_Hs	M1成男外装T11·颜色1		新年装																														
6049	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56049	B_Hs	M1成男外装T11·颜色2		新年装																														
6050	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56050	B_Hs	M1成男外装T11·颜色3		新年装																														
6051	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56051	B_Hs	M1成男外装T11·颜色4		新年装																														
6052	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56052	B_Hs	M1成男外装T11·颜色5		新年装																														
6053	Player/Characters/M1/Prefab/M1_W010_Body.prefab	56053	B_Hs	M1成男外装T11·颜色6		新年装																														
6069	Player/Characters/M1/Prefab/M1_W008_Body.prefab	56069	B_Hs	M1标男外装T8·颜色6		轻纱																														
6070	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1成男外装T12·颜色1		夏莲（豪华）				M1_W011_Body	1		251|228|133|43	1	66|79|213|53	1.45	68|56|118|39	1																		
6071	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1成男外装T12·颜色2		夏莲（豪华）				M1_W011_Body	1		245|215|149|43	1.29	170|166|148|53	1.45	198|198|198|39	1.14																		
6072	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1成男外装T12·颜色3		夏莲（豪华）				M1_W011_Body	1		255|255|255|43	1.29	255|184|184|53	1.45	255|111|143|39	1.14																		
6073	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1成男外装T12·颜色4		夏莲（豪华）				M1_W011_Body	1		255|178|80|43	1.29	119|0|0|53	1.45	189|0|42|39	1.14																		
6074	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1成男外装T12·颜色5		夏莲（豪华）				M1_W011_Body	1		221|208|223|43	1.29	166|179|183|53	1.45	63|165|143|39	1.14																		
6075	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1成男外装T12·颜色6		夏莲（豪华）				M1_W011_Body	1		146|123|64|67	1.24	46|46|37|83	1	20|24|18|48	1																		
6076	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1成男外装T12A·颜色1		夏莲（普通）				M1_W011A_Body 	1		243|212|109|70	1.07	75|87|202|35	1.59	83|72|129|39	1																		
6077	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1成男外装T12A·颜色2		夏莲（普通）				M1_W011A_Body 	1		234|193|106|50	1.41	243|233|198|35	1.43	247|241|222|39	1.34																		
6078	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1成男外装T12A·颜色3		夏莲（普通）				M1_W011A_Body 	1		222|213|226|26	1.41	206|218|226|29	1.76	255|146|220|39	1.64																		
6079	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1成男外装T12A·颜色4		夏莲（普通）				M1_W011A_Body 	1		223|189|78|26	1.41	69|69|69|29	1.76	221|19|19|39	1.17																		
6080	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1成男外装T12A·颜色5		夏莲（普通）				M1_W011A_Body 	1		223|189|78|26	1.41	255|255|255|21	1.76	116|255|203|39	1.17																		
6081	Player/Characters/M1/Prefab/M1_W011A_Body.prefab		B_Hs	M1成男外装T12A·颜色6		夏莲（普通）																														
6082	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1成男外装T12·颜色7		夏莲（豪华）				M1_W011_Body	1		255|255|255|15	1.29	238|244|255|0	1.56	240|242|255|8	1.13																		
6083	Player/Characters/M1/Prefab/M1_W011_Body.prefab		B_Hs	M1成男外装T12·颜色8		夏莲（豪华）				M1_W011_Body	1		146|123|64|67	1.24	185|16|16|83	1	13|11|11|48	1																		
6088	Player/Characters/M1/Prefab/M1_W012_Body.prefab		B_Hs	M1成男外装T13·颜色1		夏威夷		1		M1_W012_Body	0		255|255|255|23	1.15	255|255|255|113	1.11	255|255|255|51	0.82																		
6089	Player/Characters/M1/Prefab/M1_W012_Body.prefab		B_Hs	M1成男外装T13·颜色2		夏威夷				M1_W012_Body	1		51|211|185|66	1.15	232|250|255|85	1.43	59|148|253|133	0.82																		
