ResId	ResFile	ResAttribID	ResSlot	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
3218	Player/Characters/F1/Prefab/F1_D011_Head.prefab	153218	head	F1萝莉等级装T6·偏色3																														
3219	Player/Characters/F1/Prefab/F1_D003_Head.prefab	153219	head	F1萝莉等级装T7·偏色1																														
3220	Player/Characters/F1/Prefab/F1_D003_Head.prefab	153220	head	F1萝莉等级装T7·偏色2																														
3221	Player/Characters/F1/Prefab/F1_D003_Head.prefab	153221	head	F1萝莉等级装T7·偏色3																														
3222	Player/Characters/F1/Prefab/F1_D007_Head.prefab	153222	head	F1萝莉等级装T8·偏色1																														
3223	Player/Characters/F1/Prefab/F1_D007_Head.prefab	153223	head	F1萝莉等级装T8·偏色2																														
3224	Player/Characters/F1/Prefab/F1_D007_Head.prefab	153224	head	F1萝莉等级装T8·偏色3																														
3225	Player/Characters/F1/Prefab/F1_D010_Head.prefab	153225	head	F1萝莉等级装T9·偏色1																														
3226	Player/Characters/F1/Prefab/F1_D010_Head.prefab	153226	head	F1萝莉等级装T9·偏色2																														
3227	Player/Characters/F1/Prefab/F1_D010_Head.prefab	153227	head	F1萝莉等级装T9·偏色3																														
3228	Player/Characters/F1/Prefab/F1_D004_Head.prefab	153228	head	F1萝莉等级装T10·偏色1																														
3229	Player/Characters/F1/Prefab/F1_D004_Head.prefab	153229	head	F1萝莉等级装T10·偏色2																														
3230	Player/Characters/F1/Prefab/F1_D004_Head.prefab	153230	head	F1萝莉等级装T10·偏色3																														
3231	Player/Characters/F1/Prefab/F1_D002_Head.prefab	153231	head	F1萝莉等级装T11·偏色1																														
3232	Player/Characters/F1/Prefab/F1_D002_Head.prefab	153232	head	F1萝莉等级装T11·偏色2																														
3233	Player/Characters/F1/Prefab/F1_D002_Head.prefab	153233	head	F1萝莉等级装T11·偏色3																														
3234	Player/Characters/F1/Prefab/F1_D013_Head.prefab	153234	head	F1萝莉等级装T12·偏色1																														
3235	Player/Characters/F1/Prefab/F1_D013_Head.prefab	153235	head	F1萝莉等级装T12·偏色2																														
3236	Player/Characters/F1/Prefab/F1_D013_Head.prefab	153236	head	F1萝莉等级装T12·偏色3																														
3237	Player/Characters/F1/Prefab/F1_D001_Head.prefab	153237	head	F1萝莉等级装T13·偏色1																														
3238	Player/Characters/F1/Prefab/F1_D001_Head.prefab	153238	head	F1萝莉等级装T13·偏色2																														
3239	Player/Characters/F1/Prefab/F1_D001_Head.prefab	153239	head	F1萝莉等级装T13·偏色3																														
3241	Player/Characters/F1/Prefab/F1_D005_Head.prefab	153241	head	F1萝莉等级装T1·偏色4																														
3242	Player/Characters/F1/Prefab/F1_D009_Head.prefab	153242	head	F1萝莉等级装T2·偏色4																														
3243	Player/Characters/F1/Prefab/F1_D008_Head.prefab	153243	head	F1萝莉等级装T3·偏色4																														
3244	Player/Characters/F1/Prefab/F1_D012_Head.prefab	153244	head	F1萝莉等级装T4·偏色4																														
3245	Player/Characters/F1/Prefab/F1_D006_Head.prefab	153245	head	F1萝莉等级装T5·偏色4																														
3246	Player/Characters/F1/Prefab/F1_D011_Head.prefab	153246	head	F1萝莉等级装T6·偏色4																														
3247	Player/Characters/F1/Prefab/F1_D003_Head.prefab	153247	head	F1萝莉等级装T7·偏色4																														
3248	Player/Characters/F1/Prefab/F1_D007_Head.prefab	153248	head	F1萝莉等级装T8·偏色4																														
3249	Player/Characters/F1/Prefab/F1_D010_Head.prefab	153249	head	F1萝莉等级装T9·偏色4																														
3250	Player/Characters/F1/Prefab/F1_D004_Head.prefab	153250	head	F1萝莉等级装T10·偏色4																														
3251	Player/Characters/F1/Prefab/F1_D002_Head.prefab	153251	head	F1萝莉等级装T11·偏色4																														
3252	Player/Characters/F1/Prefab/F1_D013_Head.prefab	153252	head	F1萝莉等级装T12·偏色4																														
3253	Player/Characters/F1/Prefab/F1_D001_Head.prefab	153253	head	F1萝莉等级装T13·偏色4																														
3261	Player/Characters/F1/Prefab/F1_D014_Head.prefab		head	F1萝莉等级装T14·偏色1		1		F1_D014_Head	0		240|231|116|152	1	48|48|48|86	1	136|255|215|83	1.06																		
3262	Player/Characters/F1/Prefab/F1_D014_Head.prefab		head	F1萝莉等级装T14·偏色2		1		F1_D014_Head	0		240|231|116|152	1	54|34|18|86	1	121|210|255|83	1.06																		
3263	Player/Characters/F1/Prefab/F1_D014_Head.prefab		head	F1萝莉等级装T14·偏色3				F1_D014_Head	1		206|236|255|152	1.25	33|20|9|86	1	255|226|183|83	1.06																		
3264	Player/Characters/F1/Prefab/F1_D015_Head.prefab		head	F1萝莉等级装T15·偏色1				F1_D015_Head	1		226|251|255|102	1.25	39|21|11|184	1	255|78|78|126	1.33																		
3265	Player/Characters/F1/Prefab/F1_D015_Head.prefab		head	F1萝莉等级装T15·偏色2				F1_D015_Head	1		226|251|255|102	1.25	39|21|11|184	1	95|208|255|150	1.41																		
3266	Player/Characters/F1/Prefab/F1_D015_Head.prefab		head	F1萝莉等级装T15·偏色3				F1_D015_Head	1		226|251|255|102	1.25	39|21|11|184	1	255|219|104|125	1.39																		
4001	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154001	head	F2标女等级装T1																														
4002	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154002	head	F2标女等级装T2																														
4003	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154003	head	F2标女等级装T3																														
4004	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154004	head	F2标女等级装T4																														
4005	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154005	head	F2标女等级装T5																														
4006	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154006	head	F2标女等级装T6																														
4007	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154007	head	F2标女等级装T7																														
4008	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154008	head	F2标女等级装T8																														
4009	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154009	head	F2标女等级装T9																														
4010	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154010	head	F2标女等级装T10																														
4011	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154011	head	F2标女等级装T11																														
4012	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154012	head	F2标女等级装T12																														
4013	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154013	head	F2标女等级装T13																														
4014	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14		1		F2_D014_Head	0		255|255|255|64	1	86|78|78|77	1	255|255|255|144	1																		
4015	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15		1		F2_D015_head	0		255|255|255|133	1	255|255|255|17	1	255|255|255|142	1																		
4101	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154101	head	F2标女等级装T6·黄金装																														
4102	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154102	head	F2标女等级装T7·黄金装																														
4103	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154103	head	F2标女等级装T8·黄金装																														
4104	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154104	head	F2标女等级装T9·黄金装																														
4105	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154105	head	F2标女等级装T10·黄金装																														
4106	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154106	head	F2标女等级装T11·黄金装																														
4107	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154107	head	F2标女等级装T12·黄金装																														
4108	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154108	head	F2标女等级装T13·黄金装																														
4109	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·黄金装				1		F2_D014_Head	0		241|255|118|66	1	41|41|41|13	1	0|138|255|144	1																
4110	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·黄金装						F2_D015_head	1		255|205|0|133	1.61	255|255|255|17	1	255|255|255|142	1																
4201	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154201	head	F2标女等级装T1·偏色1																														
4202	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154202	head	F2标女等级装T1·偏色2																														
4203	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154203	head	F2标女等级装T1·偏色3																														
4204	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154204	head	F2标女等级装T2·偏色1																														
4205	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154205	head	F2标女等级装T2·偏色2																														
4206	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154206	head	F2标女等级装T2·偏色3																														
4207	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154207	head	F2标女等级装T3·偏色1																														
4208	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154208	head	F2标女等级装T3·偏色2																														
4209	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154209	head	F2标女等级装T3·偏色3																														
4210	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154210	head	F2标女等级装T4·偏色1																														
4211	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154211	head	F2标女等级装T4·偏色2																														
4212	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154212	head	F2标女等级装T4·偏色3																														
4213	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154213	head	F2标女等级装T5·偏色1																														
4214	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154214	head	F2标女等级装T5·偏色2																														
4215	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154215	head	F2标女等级装T5·偏色3																														
4216	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154216	head	F2标女等级装T6·偏色1																														
4217	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154217	head	F2标女等级装T6·偏色2																														
4218	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154218	head	F2标女等级装T6·偏色3																														
4219	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154219	head	F2标女等级装T7·偏色1																														
4220	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154220	head	F2标女等级装T7·偏色2																														
4221	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154221	head	F2标女等级装T7·偏色3																														
4222	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154222	head	F2标女等级装T8·偏色1																														
4223	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154223	head	F2标女等级装T8·偏色2																														
4224	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154224	head	F2标女等级装T8·偏色3																														
4225	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154225	head	F2标女等级装T9·偏色1																														
4226	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154226	head	F2标女等级装T9·偏色2																														
4227	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154227	head	F2标女等级装T9·偏色3																														
4228	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154228	head	F2标女等级装T10·偏色1																														
4229	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154229	head	F2标女等级装T10·偏色2																														
4230	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154230	head	F2标女等级装T10·偏色3																														
4231	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154231	head	F2标女等级装T11·偏色1																														
4232	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154232	head	F2标女等级装T11·偏色2																														
4233	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154233	head	F2标女等级装T11·偏色3																														
4234	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154234	head	F2标女等级装T12·偏色1																														
4235	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154235	head	F2标女等级装T12·偏色2																														
4236	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154236	head	F2标女等级装T12·偏色3																														
4237	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154237	head	F2标女等级装T13·偏色1																														
4238	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154238	head	F2标女等级装T13·偏色2																														
4239	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154239	head	F2标女等级装T13·偏色3																														
4241	Player/Characters/F2/Prefab/F2_D013_Head.prefab	154241	head	F2标女等级装T1·偏色4																														
4242	Player/Characters/F2/Prefab/F2_D008_Head.prefab	154242	head	F2标女等级装T2·偏色4																														
4243	Player/Characters/F2/Prefab/F2_D011_Head.prefab	154243	head	F2标女等级装T3·偏色4																														
4244	Player/Characters/F2/Prefab/F2_D012_Head.prefab	154244	head	F2标女等级装T4·偏色4																														
4245	Player/Characters/F2/Prefab/F2_D004_Head.prefab	154245	head	F2标女等级装T5·偏色4																														
4246	Player/Characters/F2/Prefab/F2_D003_Head.prefab	154246	head	F2标女等级装T6·偏色4																														
4247	Player/Characters/F2/Prefab/F2_D009_Head.prefab	154247	head	F2标女等级装T7·偏色4																														
4248	Player/Characters/F2/Prefab/F2_D002_Head.prefab	154248	head	F2标女等级装T8·偏色4																														
4249	Player/Characters/F2/Prefab/F2_D005_Head.prefab	154249	head	F2标女等级装T9·偏色4																														
4250	Player/Characters/F2/Prefab/F2_D007_Head.prefab	154250	head	F2标女等级装T10·偏色4																														
4251	Player/Characters/F2/Prefab/F2_D010_Head.prefab	154251	head	F2标女等级装T11·偏色4																														
4252	Player/Characters/F2/Prefab/F2_D006_Head.prefab	154252	head	F2标女等级装T12·偏色4																														
4253	Player/Characters/F2/Prefab/F2_D001_Head.prefab	154253	head	F2标女等级装T13·偏色4																														
4261	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·偏色1		1		F2_D014_Head	0		255|255|255|66	1	255|255|255|13	1	255|255|255|144	1																		
4262	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·偏色2		1		F2_D014_Head	0		99|132|255|64	1.67	86|78|78|77	1	255|255|255|144	1																		
4263	Player/Characters/F2/Prefab/F2_D014_Head.prefab		head	F2标女等级装T14·偏色3				F2_D014_Head	1		104|205|255|64	1.53	86|78|78|77	1	255|255|255|144	1																		
4264	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·偏色1				F2_D015_head	1		255|255|151|133	1	63|60|59|91	1	127|196|255|142	1.33																		
4265	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·偏色2				F2_D015_head	1		255|255|157|133	1	63|60|59|91	1	255|231|135|142	1.33																		
4266	Player/Characters/F2/Prefab/F2_D015_Head.prefab		head	F2标女等级装T15·偏色3				F2_D015_head	1		255|255|255|133	1	63|60|59|91	1	255|116|139|137	1.47																		
6001	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156001	head	M1标男头盔外装T1·颜色1																														
6002	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156002	head	M1标男头盔外装T1·颜色2																														
6003	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156003	head	M1标男头盔外装T1·颜色3																														
6004	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156004	head	M1标男头盔外装T1·颜色4																														
6005	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156005	head	M1标男头盔外装T2·颜色1																														
6006	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156006	head	M1标男头盔外装T2·颜色2																														
6007	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156007	head	M1标男头盔外装T2·颜色3																														
6008	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156008	head	M1标男头盔外装T2·颜色4																														
6009	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156009	head	M1标男头盔外装T2·颜色5																														
6010	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156010	head	M1标男头盔外装T2·颜色6																														
6011	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156011	head	M1标男头盔外装T2·颜色7																														
6012	Player/Characters/M1/Prefab/M1_W002_Head.prefab	156012	head	M1标男头盔外装T2·颜色8																														
6013	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156013	head	M1标男头盔外装T3·颜色1																														
6014	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156014	head	M1标男头盔外装T3·颜色2																														
6015	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156015	head	M1标男头盔外装T3·颜色3																														
6016	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156016	head	M1标男头盔外装T3·颜色4																														
6017	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156017	head	M1标男头盔外装T4·颜色1																														
6018	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156018	head	M1标男头盔外装T4·颜色2																														
6019	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156019	head	M1标男头盔外装T4·颜色3																														
6020	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156020	head	M1标男头盔外装T4·颜色4																														
6021	Player/Characters/M1/Prefab/M1_W004_Head.prefab	156021	head	M1标男头盔外装T4·颜色5																														
6022	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156022	head	M1标男头盔外装T5·颜色1																														
6023	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156023	head	M1标男头盔外装T5·颜色2																														
6024	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156024	head	M1标男头盔外装T5·颜色3																														
6025	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156025	head	M1标男头盔外装T5·颜色4																														
6026	Player/Characters/M1/Prefab/M1_W005_Head.prefab	156026	head	M1标男头盔外装T5·颜色5																														
6027	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156027	head	M1标男头盔外装T6·颜色1																														
6028	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156028	head	M1标男头盔外装T6·颜色2																														
6029	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156029	head	M1标男头盔外装T6·颜色3																														
6030	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156030	head	M1标男头盔外装T6·颜色4																														
6031	Player/Characters/M1/Prefab/M1_W006_Head.prefab	156031	head	M1标男头盔外装T6·颜色5																														
6032	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156032	head	M1标男头盔外装T7·颜色1																														
6033	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156033	head	M1标男头盔外装T7·颜色2																														
6034	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156034	head	M1标男头盔外装T7·颜色3																														
6035	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156035	head	M1标男头盔外装T7·颜色4																														
6036	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156036	head	M1标男头盔外装T8·颜色1																														
6037	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156037	head	M1标男头盔外装T8·颜色2																														
6038	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156038	head	M1标男头盔外装T8·颜色3																														
6039	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156039	head	M1标男头盔外装T8·颜色4																														
6040	Player/Characters/M1/Prefab/M1_W009_Head.prefab	156040	head	M1标男头盔外装T9·颜色1																														
6041	Player/Characters/M1/Prefab/M1_W009A_Head.prefab	156041	head	M1标男头盔外装T9·颜色2																														
6042	Player/Characters/M1/Prefab/M1_W009B_Head.prefab	156042	head	M1标男头盔外装T9·颜色3																														
6043	Player/Characters/M1/Prefab/M1_W009_Head.prefab	156043	head	M1标男头盔外装T9·颜色4																														
6044	Player/Characters/M1/Prefab/M1_W001_Head.prefab	156044	head	M1标男头盔外装T1·颜色5																														
6045	Player/Characters/M1/Prefab/M1_W003_Head.prefab	156045	head	M1标男头盔外装T3·颜色5																														
6046	Player/Characters/M1/Prefab/M1_W007_Head.prefab	156046	head	M1标男头盔外装T7·颜色5																														
6047	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156047	head	M1标男头盔外装T8·颜色5																														
6048	Player/Characters/M1/Prefab/M1_W010B_Head.prefab	156048	head	M1标男头盔外装T10·颜色1																														
6049	Player/Characters/M1/Prefab/M1_W010B_Head.prefab	156049	head	M1标男头盔外装T10·颜色2																														
6050	Player/Characters/M1/Prefab/M1_W010B_Head.prefab	156050	head	M1标男头盔外装T10·颜色3																														
6051	Player/Characters/M1/Prefab/M1_W010B_Head.prefab	156051	head	M1标男头盔外装T10·颜色4																														
6052	Player/Characters/M1/Prefab/M1_W010B_Head.prefab	156052	head	M1标男头盔外装T10·颜色5																														
6053	Player/Characters/M1/Prefab/M1_W010C_Head.prefab	156053	head	M1标男头盔外装T10s·颜色1																														
6054	Player/Characters/M1/Prefab/M1_W010C_Head.prefab	156054	head	M1标男头盔外装T10s·颜色2																														
6055	Player/Characters/M1/Prefab/M1_W010C_Head.prefab	156055	head	M1标男头盔外装T10s·颜色3																														
6056	Player/Characters/M1/Prefab/M1_W010C_Head.prefab	156056	head	M1标男头盔外装T10s·颜色4																														
6057	Player/Characters/M1/Prefab/M1_W010_Head.prefab	156057	head	M1标男头盔外装T11·颜色1																														
6058	Player/Characters/M1/Prefab/M1_W010_Head.prefab	156058	head	M1标男头盔外装T11·颜色2																														
6059	Player/Characters/M1/Prefab/M1_W010_Head.prefab	156059	head	M1标男头盔外装T11·颜色3																														
6060	Player/Characters/M1/Prefab/M1_W010_Head.prefab	156060	head	M1标男头盔外装T11·颜色4																														
6061	Player/Characters/M1/Prefab/M1_W010_Head.prefab	156061	head	M1标男头盔外装T11·颜色5																														
6062	Player/Characters/M1/Prefab/M1_W010_Head.prefab	156062	head	M1标男头盔外装T11·颜色6																														
6063	Player/Characters/M1/Prefab/M1_W010A_Head.prefab	156063	head	M1标男头盔外装T11s·颜色1																														
6064	Player/Characters/M1/Prefab/M1_W010A_Head.prefab	156064	head	M1标男头盔外装T11s·颜色2																														
6065	Player/Characters/M1/Prefab/M1_W010A_Head.prefab	156065	head	M1标男头盔外装T11s·颜色3																														
6066	Player/Characters/M1/Prefab/M1_W010A_Head.prefab	156066	head	M1标男头盔外装T11s·颜色4																														
6067	Player/Characters/M1/Prefab/M1_W010A_Head.prefab	156067	head	M1标男头盔外装T11s·颜色5																														
6068	Player/Characters/M1/Prefab/M1_W010A_Head.prefab	156068	head	M1标男头盔外装T11s·颜色6																														
6069	Player/Characters/M1/Prefab/M1_W008_Head.prefab	156069	head	M1标男头盔外装T8·颜色6																														
6070	Player/Characters/M1/Prefab/M1_W011_Head.prefab		head	M1成男外装T12·颜色1		1		M1_w01101	0		249|246|201|62	1	61|58|50|23	1	64|54|136|75	2.01																		
6071	Player/Characters/M1/Prefab/M1_W011_Head.prefab		head	M1成男外装T12·颜色2				M1_w01101	1		245|217|126|80	1	54|46|37|23	1.24	200|198|184|75	2.01																		
6072	Player/Characters/M1/Prefab/M1_W011_Head.prefab		head	M1成男外装T12·颜色3				M1_w01101	1		217|216|214|16	1	255|251|247|21	1	255|161|161|75	2.25																		
6073	Player/Characters/M1/Prefab/M1_W011_Head.prefab		head	M1成男外装T12·颜色4				M1_w01101	1		217|216|214|80	1	43|19|26|23	1.24	131|2|2|75	2.25																		
6074	Player/Characters/M1/Prefab/M1_W011_Head.prefab		head	M1成男外装T12·颜色5				M1_w01101	1		208|198|219|80	1	43|42|50|23	1.24	89|174|156|75	2.25																		
6075	Player/Characters/M1/Prefab/M1_W011_Head.prefab		head	M1成男外装T12·颜色6				M1_w01101	1		210|168|80|34	1.35	54|46|37|23	1.24	16|8|5|75	2.01																		
6076	Player/Characters/M1/Prefab/M1_W011A_Head.prefab		head	M1成男外装T12A·颜色1				M1_W011A_Head	1		223|196|126|35	1.24	56|56|56|18	1.14	225|219|173|43	2.72																		
6077	Player/Characters/M1/Prefab/M1_W011A_Head.prefab		head	M1成男外装T12A·颜色2				M1_W011A_Head	1		251|212|108|35	1.24	43|38|32|46	1.14	44|83|159|67	2.72																		
6078	Player/Characters/M1/Prefab/M1_W011A_Head.prefab		head	M1成男外装T12A·颜色3				M1_W011A_Head	1		240|216|243|24	1.24	255|255|255|7	1	133|28|39|62	2.72																		
6079	Player/Characters/M1/Prefab/M1_W011A_Head.prefab		head	M1成男外装T12A·颜色4				M1_W011A_Head	1		240|216|243|24	1.24	43|43|43|40	1.33	52|52|52|62	2.72																		
6080	Player/Characters/M1/Prefab/M1_W011A_Head.prefab		head	M1成男外装T12A·颜色5				M1_W011A_Head	1		240|216|243|24	1.24	43|43|43|40	1.33	183|183|183|62	2.72																		
6081	Player/Characters/M1/Prefab/M1_W011A_Head.prefab		head	M1成男外装T12A·颜色6																														
6082	Player/Characters/M1/Prefab/M1_W011_Head.prefab		head	M1成男外装T12·颜色6				M1_w01101	1		255|255|255|23	1.37	255|255|255|0	1.15	255|255|255|75	1.5																		
6083	Player/Characters/M1/Prefab/M1_W011_Head.prefab		head	M1成男外装T12·颜色6				M1_w01101	1		217|19|31|34	1.35	54|46|37|23	1.24	16|8|5|75	2.01																		
6084	Player/Characters/M1/Prefab/M1_W012A_Head.prefab		head	M1成男外装T4N·颜色1		1		M1_W012A_Head	0		255|255|255|255	1	50|40|40|255	1	255|255|255|255	1																		
6085	Player/Characters/M1/Prefab/M1_W012A_Head.prefab		head	M1成男外装T4N·颜色2		1		M1_W012A_Head	0		255|255|255|255	1.27	198|167|111|180	1.18	255|255|255|255	1																		
6086	Player/Characters/M1/Prefab/M1_W012A_Head.prefab		head	M1成男外装T4N·颜色3				M1_W012A_Head	1		255|230|176|255	1.34	65|32|14|255	1	129|129|129|255	1																		
6087	Player/Characters/M1/Prefab/M1_W012A_Head.prefab		head	M1成男外装T4N·颜色4		1		M1_W012A_Head	0		255|255|255|255	1	255|255|255|255	1	44|40|40|255	1.38																		
6088	Player/Characters/M1/Prefab/M1_W012_Head.prefab		head	M1成男外装T13·颜色1		1		M1_W012_Head	0		255|255|255|117	1	46|42|38|0	1	255|255|255|123	1																		
6089	Player/Characters/M1/Prefab/M1_W012_Head.prefab		head	M1成男外装T13·颜色2				M1_W012_Head	1		25|96|195|126	1	48|41|36|0	1	81|253|246|255	1																		
6090	Player/Characters/M1/Prefab/M1_W012_Head.prefab		head	M1成男外装T13·颜色3				M1_W012_Head	1		249|44|44|126	1	48|41|36|0	1	251|161|25|147	1.38																		
6091	Player/Characters/M1/Prefab/M1_W012_Head.prefab		head	M1成男外装T13·颜色4				M1_W012_Head	1		255|228|140|126	1.21	48|41|36|0	1	35|243|157|255	1																		
6092	Player/Characters/M1/Prefab/M1_W013A_Head.prefab		head	M1成男外装T5N·颜色1		1		M1_W013A_Head	0		255|255|255|77	1	50|40|36|0	1	255|255|255|43	1																		
6093	Player/Characters/M1/Prefab/M1_W013A_Head.prefab		head	M1成男外装T5N·颜色2				M1_W013A_Head	1		111|195|245|62	1	50|40|36|0	1	243|198|78|34	1.56																		
6094	Player/Characters/M1/Prefab/M1_W013A_Head.prefab		head	M1成男外装T5N·颜色3				M1_W013A_Head	1		234|152|243|69	1.38	50|40|36|0	1	255|56|56|34	1.37																		
6095	Player/Characters/M1/Prefab/M1_W013A_Head.prefab		head	M1成男外装T5N·颜色4				M1_W013A_Head	1		245|166|93|48	1.38	50|40|36|0	1	56|205|255|34	1.37																		
7001	Player/Characters/M2/Prefab/M2_W001_Head.prefab	157001	head	M2壮男头盔外装T1·颜色1																														
7002	Player/Characters/M2/Prefab/M2_W001_Head.prefab	157002	head	M2壮男头盔外装T1·颜色2																														
7003	Player/Characters/M2/Prefab/M2_W001_Head.prefab	157003	head	M2壮男头盔外装T1·颜色3																														
7004	Player/Characters/M2/Prefab/M2_W001_Head.prefab	157004	head	M2壮男头盔外装T1·颜色4																														
