ResId	ResFile	ResFile2	ResAttribID	ResAttribID2	ResSlot	ResSlot2	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
862		Player/Doodads/weapons/Prefabs/m4_w013.prefab		10492	B_LH	B_RH	少林武器12																														
863		Player/Doodads/weapons/Prefabs/m4_w014.prefab		10493	B_LH	B_RH	少林武器13																														
864		Player/Doodads/weapons/Prefabs/m4_w015.prefab			B_LH	B_RH	少林武器14		1		m4_w015	0		255|255|255|255		255|255|255|255		255|255|255|255																			
865		Player/Doodads/weapons/Prefabs/m4_w016.prefab			B_LH	B_RH	少林武器15		1		m4_w016	0		255|255|255|255		255|255|255|255		255|255|255|255																			
866		Player/Doodads/weapons/Prefabs/m4_w007.prefab		10496	B_LH	B_RH	少林武器16																														
867		Player/Doodads/weapons/Prefabs/m4_w009.prefab		10497	B_LH	B_RH	少林武器17																														
868		Player/Doodads/weapons/Prefabs/m4_w008.prefab		10498	B_LH	B_RH	少林武器18																														
869		Player/Doodads/weapons/Prefabs/m4_w010.prefab		10499	B_LH	B_RH	少林武器19																														
870		Player/Doodads/weapons/Prefabs/m4_w011.prefab		10500	B_LH	B_RH	少林武器20																														
871		Player/Doodads/weapons/Prefabs/f4_k012.prefab		10501	B_LH	B_RH	翠烟武器11																														
872		Player/Doodads/weapons/Prefabs/f4_k013.prefab		10502	B_LH	B_RH	翠烟武器12																														
873		Player/Doodads/weapons/Prefabs/f4_k014.prefab		10503	B_LH	B_RH	翠烟武器13																														
874		Player/Doodads/weapons/Prefabs/f4_k015.prefab			B_LH	B_RH	翠烟武器14		1		f4_k015	0		255|255|255|255		255|255|255|255		255|255|255|255																			
875		Player/Doodads/weapons/Prefabs/f4_k016.prefab			B_LH	B_RH	翠烟武器15		1		f4_k016	0		255|255|255|255		255|255|255|255		255|255|255|255																			
876		Player/Doodads/weapons/Prefabs/f4_k007.prefab		10506	B_LH	B_RH	翠烟武器16																														
877		Player/Doodads/weapons/Prefabs/f4_k008.prefab		10507	B_LH	B_RH	翠烟武器17																														
878		Player/Doodads/weapons/Prefabs/f4_k009.prefab		10508	B_LH	B_RH	翠烟武器18																														
879		Player/Doodads/weapons/Prefabs/f4_k010.prefab		10509	B_LH	B_RH	翠烟武器19																														
880		Player/Doodads/weapons/Prefabs/f4_k011.prefab		10510	B_LH	B_RH	翠烟武器20																														
881		Player/Doodads/weapons/Prefabs/m5_a012_r.prefab	10511	10511	B_LH	B_RH	唐门武器11																														
882		Player/Doodads/weapons/Prefabs/m5_a013_r.prefab	10512	10512	B_LH	B_RH	唐门武器12																														
883		Player/Doodads/weapons/Prefabs/m5_a014_r.prefab	10513	10513	B_LH	B_RH	唐门武器13																														
884		Player/Doodads/weapons/Prefabs/m5_a015_r.prefab			B_LH	B_RH	唐门武器14		1		m5_a015_r	0		255|255|255|255		255|255|255|255		255|255|255|255																			
885		Player/Doodads/weapons/Prefabs/m5_a016_r.prefab			B_LH	B_RH	唐门武器15		1		m5_a016_r	0		255|255|255|255		255|255|255|255		255|255|255|255																			
886		Player/Doodads/weapons/Prefabs/m5_a007_r.prefab	10516	10516	B_LH	B_RH	唐门武器16																														
887		Player/Doodads/weapons/Prefabs/m5_a006_r.prefab	10517	10517	B_LH	B_RH	唐门武器17																														
888		Player/Doodads/weapons/Prefabs/m5_a008_r.prefab	10518	10518	B_LH	B_RH	唐门武器18																														
889		Player/Doodads/weapons/Prefabs/m5_a010_r.prefab	10519	10519	B_LH	B_RH	唐门武器19																														
890		Player/Doodads/weapons/Prefabs/m5_a011_r.prefab	10520	10520	B_LH	B_RH	唐门武器20																														
891	Player/Doodads/weapons/Prefabs/f5_s012_l.prefab	Player/Doodads/weapons/Prefabs/f5_s012_r.prefab	10521	10521	B_LH	B_RH	昆仑武器11																														
892	Player/Doodads/weapons/Prefabs/f5_s013_l.prefab	Player/Doodads/weapons/Prefabs/f5_s013_r.prefab	10522	10522	B_LH	B_RH	昆仑武器12																														
893	Player/Doodads/weapons/Prefabs/f5_s014_l.prefab	Player/Doodads/weapons/Prefabs/f5_s014_r.prefab	10523	10523	B_LH	B_RH	昆仑武器13																														
894	Player/Doodads/weapons/Prefabs/f5_s015_l.prefab	Player/Doodads/weapons/Prefabs/f5_s015_r.prefab			B_LH	B_RH	昆仑武器14		1		f5_s015_l	0		255|255|255|255		255|255|255|255		255|255|255|255		f5_s015_r	0		255|255|255|255		255|255|255|255		255|255|255|255										
895	Player/Doodads/weapons/Prefabs/f5_s016_l.prefab	Player/Doodads/weapons/Prefabs/f5_s016_r.prefab			B_LH	B_RH	昆仑武器15		1		f5_s016_l	0		255|255|255|255		255|255|255|255		255|255|255|255		f5_s016_r	0		255|255|255|255		255|255|255|255		255|255|255|255										
896	Player/Doodads/weapons/Prefabs/f5_s007_l.prefab	Player/Doodads/weapons/Prefabs/f5_s007_r.prefab	10526	10526	B_LH	B_RH	昆仑武器16																														
897	Player/Doodads/weapons/Prefabs/f5_s008_l.prefab	Player/Doodads/weapons/Prefabs/f5_s008_r.prefab	10527	10527	B_LH	B_RH	昆仑武器17																														
898	Player/Doodads/weapons/Prefabs/f5_s009_l.prefab	Player/Doodads/weapons/Prefabs/f5_s009_r.prefab	10528	10528	B_LH	B_RH	昆仑武器18																														
899	Player/Doodads/weapons/Prefabs/f5_s010_l.prefab	Player/Doodads/weapons/Prefabs/f5_s010_r.prefab	10529	10529	B_LH	B_RH	昆仑武器19																														
900	Player/Doodads/weapons/Prefabs/f5_s011_l.prefab	Player/Doodads/weapons/Prefabs/f5_s011_r.prefab	10530	10530	B_LH	B_RH	昆仑武器20																														
901		Player/Doodads/weapons/Prefabs/m6_h012.prefab		10531	B_LH	B_RH	丐帮武器11																														
902		Player/Doodads/weapons/Prefabs/m6_h013.prefab		10532	B_LH	B_RH	丐帮武器12																														
903		Player/Doodads/weapons/Prefabs/m6_h014.prefab		10533	B_LH	B_RH	丐帮武器13																														
904		Player/Doodads/weapons/Prefabs/m6_h015.prefab			B_LH	B_RH	丐帮武器14		1		m6_h015	0		255|255|255|255		255|255|255|255		255|255|255|255																			
905		Player/Doodads/weapons/Prefabs/m6_h016.prefab			B_LH	B_RH	丐帮武器15		1		m6_h016	0		255|255|255|255		255|255|255|255		255|255|255|255																			
906		Player/Doodads/weapons/Prefabs/m6_h007.prefab		10536	B_LH	B_RH	丐帮武器16																														
907		Player/Doodads/weapons/Prefabs/m6_h008.prefab		10537	B_LH	B_RH	丐帮武器17																														
908		Player/Doodads/weapons/Prefabs/m6_h009.prefab		10538	B_LH	B_RH	丐帮武器18																														
909		Player/Doodads/weapons/Prefabs/m6_h010.prefab		10539	B_LH	B_RH	丐帮武器19																														
910		Player/Doodads/weapons/Prefabs/m6_h011.prefab		10540	B_LH	B_RH	丐帮武器20																														
911		Player/Doodads/weapons/Prefabs/f6_h012.prefab		10541	B_LH	B_RH	五毒武器11																														
912		Player/Doodads/weapons/Prefabs/f6_h013.prefab		10542	B_LH	B_RH	五毒武器12																														
913		Player/Doodads/weapons/Prefabs/f6_h014.prefab		10543	B_LH	B_RH	五毒武器13																														
914		Player/Doodads/weapons/Prefabs/f6_h015.prefab			B_LH	B_RH	五毒武器14		1		f6_h015	0		255|255|255|255		255|255|255|255		255|255|255|255																			
915		Player/Doodads/weapons/Prefabs/f6_h016.prefab			B_LH	B_RH	五毒武器15		1		f6_h016	0		255|255|255|255		255|255|255|255		255|255|255|255																			
916		Player/Doodads/weapons/Prefabs/f6_h007.prefab		10546	B_LH	B_RH	五毒武器16																														
917		Player/Doodads/weapons/Prefabs/f6_h008.prefab		10547	B_LH	B_RH	五毒武器17																														
918		Player/Doodads/weapons/Prefabs/f6_h009.prefab		10548	B_LH	B_RH	五毒武器18																														
919		Player/Doodads/weapons/Prefabs/f6_h010.prefab		10549	B_LH	B_RH	五毒武器19																														
920		Player/Doodads/weapons/Prefabs/f6_h011.prefab		10550	B_LH	B_RH	五毒武器20																														
921	Player/Doodads/weapons/Prefabs/m7_s012_l.prefab	Player/Doodads/weapons/Prefabs/m7_s012_r.prefab	10551	10551	B_LH	B_RH	藏剑武器11																														
922	Player/Doodads/weapons/Prefabs/m7_s013_l.prefab	Player/Doodads/weapons/Prefabs/m7_s013_r.prefab	10552	10552	B_LH	B_RH	藏剑武器12																														
923	Player/Doodads/weapons/Prefabs/m7_s014_l.prefab	Player/Doodads/weapons/Prefabs/m7_s014_r.prefab	10553	10553	B_LH	B_RH	藏剑武器13																														
924	Player/Doodads/weapons/Prefabs/m7_s015_l.prefab	Player/Doodads/weapons/Prefabs/m7_s015_r.prefab			B_LH	B_RH	藏剑武器14		1		m7_s015_l	0		255|255|255|255		255|255|255|255		255|255|255|255		m7_s015_r	0		255|255|255|255		255|255|255|255		255|255|255|255										
925	Player/Doodads/weapons/Prefabs/m7_s016_l.prefab	Player/Doodads/weapons/Prefabs/m7_s016_r.prefab			B_LH	B_RH	藏剑武器15		1		m7_s016_l	0		255|255|255|255		255|255|255|255		255|255|255|255		m7_s016_r	0		255|255|255|255		255|255|255|255		255|255|255|255										
926	Player/Doodads/weapons/Prefabs/m7_s007_l.prefab	Player/Doodads/weapons/Prefabs/m7_s007_r.prefab	10556	10556	B_LH	B_RH	藏剑武器16																														
927	Player/Doodads/weapons/Prefabs/m7_s008_l.prefab	Player/Doodads/weapons/Prefabs/m7_s008_r.prefab	10557	10557	B_LH	B_RH	藏剑武器17																														
928	Player/Doodads/weapons/Prefabs/m7_s009_l.prefab	Player/Doodads/weapons/Prefabs/m7_s009_r.prefab	10558	10558	B_LH	B_RH	藏剑武器18																														
929	Player/Doodads/weapons/Prefabs/m7_s010_l.prefab	Player/Doodads/weapons/Prefabs/m7_s010_r.prefab	10559	10559	B_LH	B_RH	藏剑武器19																														
930	Player/Doodads/weapons/Prefabs/m7_s011_l.prefab	Player/Doodads/weapons/Prefabs/m7_s011_r.prefab	10560	10560	B_LH	B_RH	藏剑武器20																														
931		Player/Doodads/weapons/Prefabs/f7_s012.prefab		10561	B_LH	B_RH	长歌武器11																														
932		Player/Doodads/weapons/Prefabs/f7_s013.prefab		10562	B_LH	B_RH	长歌武器12																														
933		Player/Doodads/weapons/Prefabs/f7_s014.prefab		10563	B_LH	B_RH	长歌武器13																														
934		Player/Doodads/weapons/Prefabs/f7_s015.prefab			B_LH	B_RH	长歌武器14		1		f7_s015	0		255|255|255|255		255|255|255|255		255|255|255|255																			
935		Player/Doodads/weapons/Prefabs/f7_s016.prefab			B_LH	B_RH	长歌武器15		1		f7_s016	0		255|255|255|255		255|255|255|255		255|255|255|255																			
936		Player/Doodads/weapons/Prefabs/f7_s007.prefab		10566	B_LH	B_RH	长歌武器16																														
937		Player/Doodads/weapons/Prefabs/f7_s008.prefab		10567	B_LH	B_RH	长歌武器17																														
938		Player/Doodads/weapons/Prefabs/f7_s009.prefab		10568	B_LH	B_RH	长歌武器18																														
939		Player/Doodads/weapons/Prefabs/f7_s010.prefab		10569	B_LH	B_RH	长歌武器19																														
940		Player/Doodads/weapons/Prefabs/f7_s011.prefab		10570	B_LH	B_RH	长歌武器20																														
941	Player/Doodads/weapons/Prefabs/f8_q012.prefab			10571	B_LH	B_RH	天山派武器11																														
942	Player/Doodads/weapons/Prefabs/f8_q013.prefab			10572	B_LH	B_RH	天山派武器12																														
943	Player/Doodads/weapons/Prefabs/f8_q014.prefab			10573	B_LH	B_RH	天山派武器13																														
944	Player/Doodads/weapons/Prefabs/f8_q015.prefab				B_LH	B_RH	天山派武器14		1		f8_q015	0		255|255|255|255		255|255|255|255		255|255|255|255																			
945	Player/Doodads/weapons/Prefabs/f8_q016.prefab				B_LH	B_RH	天山派武器15		1		f8_q016	0		255|255|255|255		255|255|255|255		255|255|255|255																			
946				10576	B_LH	B_RH	天山派武器16																														
947				10577	B_LH	B_RH	天山派武器17																														
948				10578	B_LH	B_RH	天山派武器18																														
949				10579	B_LH	B_RH	天山派武器19																														
950				10580	B_LH	B_RH	天山派武器20																														
951		Player/Doodads/weapons/Prefabs/f9_w012.prefab			B_LH	B_RH	霸刀男武器11		1		f9_w012	0		255|255|255|255		255|255|255|255		255|255|255|255																			
952		Player/Doodads/weapons/Prefabs/f9_w013.prefab			B_LH	B_RH	霸刀男武器12		1		f9_w013	0		255|255|255|255		255|255|255|255		255|255|255|255																			
953		Player/Doodads/weapons/Prefabs/f9_w014.prefab			B_LH	B_RH	霸刀男武器13		1		f9_w014	0		255|255|255|255		255|255|255|255		255|255|255|255																			
954		Player/Doodads/weapons/Prefabs/f9_w015.prefab			B_LH	B_RH	霸刀男武器14		1		f9_w015	0		255|255|255|255		255|255|255|255		255|255|255|255																			
955		Player/Doodads/weapons/Prefabs/f9_w016.prefab			B_LH	B_RH	霸刀男武器15		1		f9_w016	0		255|255|255|255		255|255|255|255		255|255|255|255																			
956		Player/Doodads/weapons/Prefabs/m1_l004.prefab			B_LH	B_RH	霸刀男武器16																														
957		Player/Doodads/weapons/Prefabs/m1_l008.prefab			B_LH	B_RH	霸刀男武器17																														
958		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	霸刀男武器18																														
959		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	霸刀男武器19																														
960		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	霸刀男武器20																														
961		Player/Doodads/weapons/Prefabs/f10_h012.prefab			B_LH	B_RH	华山武器11		1		f10_h012	0		255|255|255|255		255|255|255|255		255|255|255|255																			
962		Player/Doodads/weapons/Prefabs/f10_h013.prefab			B_LH	B_RH	华山武器12		1		f10_h013	0		255|255|255|255		255|255|255|255		255|255|255|255																			
963		Player/Doodads/weapons/Prefabs/f10_h014.prefab			B_LH	B_RH	华山武器13		1		f10_h014	0		255|255|255|255		255|255|255|255		255|255|255|255																			
964		Player/Doodads/weapons/Prefabs/f10_h015.prefab			B_LH	B_RH	华山武器14		1		f10_h015	0		255|255|255|255		255|255|255|255		255|255|255|255																			
965		Player/Doodads/weapons/Prefabs/f10_h016.prefab			B_LH	B_RH	华山武器15		1		f10_h016	0		255|255|255|255		255|255|255|255		255|255|255|255																			
966		Player/Doodads/weapons/Prefabs/f10_h017.prefab			B_LH	B_RH	华山武器16																														
967		Player/Doodads/weapons/Prefabs/f10_h018.prefab			B_LH	B_RH	华山武器17																														
968		Player/Doodads/weapons/Prefabs/f10_h019.prefab			B_LH	B_RH	华山武器18																														
969		Player/Doodads/weapons/Prefabs/f10_h020.prefab			B_LH	B_RH	华山武器19																														
970		Player/Doodads/weapons/Prefabs/f10_h021.prefab			B_LH	B_RH	华山武器20																														
971		Player/Doodads/weapons/Prefabs/m1_l002.prefab			B_LH	B_RH	18门派武器11																														
972		Player/Doodads/weapons/Prefabs/m1_l003.prefab			B_LH	B_RH	18门派武器12																														
973		Player/Doodads/weapons/Prefabs/m1_l005.prefab			B_LH	B_RH	18门派武器13																														
974		Player/Doodads/weapons/Prefabs/m1_l007.prefab			B_LH	B_RH	18门派武器14																														
975		Player/Doodads/weapons/Prefabs/m1_l006.prefab			B_LH	B_RH	18门派武器15																														
976		Player/Doodads/weapons/Prefabs/m1_l004.prefab			B_LH	B_RH	18门派武器16																														
977		Player/Doodads/weapons/Prefabs/m1_l008.prefab			B_LH	B_RH	18门派武器17																														
978		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	18门派武器18																														
979		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	18门派武器19																														
980		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	18门派武器20																														
981		Player/Doodads/weapons/Prefabs/m1_l002.prefab			B_LH	B_RH	19门派武器11																														
982		Player/Doodads/weapons/Prefabs/m1_l003.prefab			B_LH	B_RH	19门派武器12																														
983		Player/Doodads/weapons/Prefabs/m1_l005.prefab			B_LH	B_RH	19门派武器13																														
984		Player/Doodads/weapons/Prefabs/m1_l007.prefab			B_LH	B_RH	19门派武器14																														
985		Player/Doodads/weapons/Prefabs/m1_l006.prefab			B_LH	B_RH	19门派武器15																														
986		Player/Doodads/weapons/Prefabs/m1_l004.prefab			B_LH	B_RH	19门派武器16																														
987		Player/Doodads/weapons/Prefabs/m1_l008.prefab			B_LH	B_RH	19门派武器17																														
988		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	19门派武器18																														
989		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	19门派武器19																														
990		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	19门派武器20																														
991		Player/Doodads/weapons/Prefabs/m1_l002.prefab			B_LH	B_RH	20门派武器11																														
992		Player/Doodads/weapons/Prefabs/m1_l003.prefab			B_LH	B_RH	20门派武器12																														
993		Player/Doodads/weapons/Prefabs/m1_l005.prefab			B_LH	B_RH	20门派武器13																														
994		Player/Doodads/weapons/Prefabs/m1_l007.prefab			B_LH	B_RH	20门派武器14																														
995		Player/Doodads/weapons/Prefabs/m1_l006.prefab			B_LH	B_RH	20门派武器15																														
996		Player/Doodads/weapons/Prefabs/m1_l004.prefab			B_LH	B_RH	20门派武器16																														
997		Player/Doodads/weapons/Prefabs/m1_l008.prefab			B_LH	B_RH	20门派武器17																														
998		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	20门派武器18																														
999		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	20门派武器19																														
1000		Player/Doodads/weapons/Prefabs/m1_l009.prefab			B_LH	B_RH	20门派武器20																														
1001	Player/Doodads/weapons/Prefabs/m2_h007.prefab	Player/Doodads/weapons/Prefabs/m2_h007.prefab	11001	11001	B_LH	B_RH	天王出生武器·偏色1																														
1002	Player/Doodads/weapons/Prefabs/m2_h007.prefab	Player/Doodads/weapons/Prefabs/m2_h007.prefab	11002	11002	B_LH	B_RH	天王出生武器·偏色2																														
1003	Player/Doodads/weapons/Prefabs/m2_h007.prefab	Player/Doodads/weapons/Prefabs/m2_h007.prefab	11003	11003	B_LH	B_RH	天王出生武器·偏色3																														
1004	Player/Doodads/weapons/Prefabs/m2_h006.prefab	Player/Doodads/weapons/Prefabs/m2_h006.prefab	11004	11004	B_LH	B_RH	天王武器1·偏色1																														
1005	Player/Doodads/weapons/Prefabs/m2_h006.prefab	Player/Doodads/weapons/Prefabs/m2_h006.prefab	11005	11005	B_LH	B_RH	天王武器1·偏色2																														
1006	Player/Doodads/weapons/Prefabs/m2_h006.prefab	Player/Doodads/weapons/Prefabs/m2_h006.prefab	11006	11006	B_LH	B_RH	天王武器1·偏色3																														
1007	Player/Doodads/weapons/Prefabs/m2_h002.prefab	Player/Doodads/weapons/Prefabs/m2_h002.prefab	11007	11007	B_LH	B_RH	天王武器2·偏色1																														
1008	Player/Doodads/weapons/Prefabs/m2_h002.prefab	Player/Doodads/weapons/Prefabs/m2_h002.prefab	11008	11008	B_LH	B_RH	天王武器2·偏色2																														
1009	Player/Doodads/weapons/Prefabs/m2_h002.prefab	Player/Doodads/weapons/Prefabs/m2_h002.prefab	11009	11009	B_LH	B_RH	天王武器2·偏色3																														
1010	Player/Doodads/weapons/Prefabs/m2_h001.prefab	Player/Doodads/weapons/Prefabs/m2_h001.prefab	11010	11010	B_LH	B_RH	天王武器3·偏色1																														
1011	Player/Doodads/weapons/Prefabs/m2_h001.prefab	Player/Doodads/weapons/Prefabs/m2_h001.prefab	11011	11011	B_LH	B_RH	天王武器3·偏色2																														
1012	Player/Doodads/weapons/Prefabs/m2_h001.prefab	Player/Doodads/weapons/Prefabs/m2_h001.prefab	11012	11012	B_LH	B_RH	天王武器3·偏色3																														
1013	Player/Doodads/weapons/Prefabs/m2_h003.prefab	Player/Doodads/weapons/Prefabs/m2_h003.prefab	11013	11013	B_LH	B_RH	天王武器4·偏色1																														
1014	Player/Doodads/weapons/Prefabs/m2_h003.prefab	Player/Doodads/weapons/Prefabs/m2_h003.prefab	11014	11014	B_LH	B_RH	天王武器4·偏色2																														
1015	Player/Doodads/weapons/Prefabs/m2_h003.prefab	Player/Doodads/weapons/Prefabs/m2_h003.prefab	11015	11015	B_LH	B_RH	天王武器4·偏色3																														
1016	Player/Doodads/weapons/Prefabs/m2_h005.prefab	Player/Doodads/weapons/Prefabs/m2_h005.prefab	11016	11016	B_LH	B_RH	天王武器5·偏色1																														
1017	Player/Doodads/weapons/Prefabs/m2_h005.prefab	Player/Doodads/weapons/Prefabs/m2_h005.prefab	11017	11017	B_LH	B_RH	天王武器5·偏色2																														
1018	Player/Doodads/weapons/Prefabs/m2_h005.prefab	Player/Doodads/weapons/Prefabs/m2_h005.prefab	11018	11018	B_LH	B_RH	天王武器5·偏色3																														
1019	Player/Doodads/weapons/Prefabs/m2_h004.prefab	Player/Doodads/weapons/Prefabs/m2_h004.prefab	11019	11019	B_LH	B_RH	天王武器6·偏色1																														
1020	Player/Doodads/weapons/Prefabs/m2_h004.prefab	Player/Doodads/weapons/Prefabs/m2_h004.prefab	11020	11020	B_LH	B_RH	天王武器6·偏色2																														
1021	Player/Doodads/weapons/Prefabs/m2_h004.prefab	Player/Doodads/weapons/Prefabs/m2_h004.prefab	11021	11021	B_LH	B_RH	天王武器6·偏色3																														
1022	Player/Doodads/weapons/Prefabs/m2_h008.prefab	Player/Doodads/weapons/Prefabs/m2_h008.prefab	11022	11022	B_LH	B_RH	天王武器7·偏色1																														
1023	Player/Doodads/weapons/Prefabs/m2_h008.prefab	Player/Doodads/weapons/Prefabs/m2_h008.prefab	11023	11023	B_LH	B_RH	天王武器7·偏色2																														
1024	Player/Doodads/weapons/Prefabs/m2_h008.prefab	Player/Doodads/weapons/Prefabs/m2_h008.prefab	11024	11024	B_LH	B_RH	天王武器7·偏色3																														
1025	Player/Doodads/weapons/Prefabs/m2_h009.prefab	Player/Doodads/weapons/Prefabs/m2_h009.prefab	11025	11025	B_LH	B_RH	天王武器8·偏色1																														
1026	Player/Doodads/weapons/Prefabs/m2_h009.prefab	Player/Doodads/weapons/Prefabs/m2_h009.prefab	11026	11026	B_LH	B_RH	天王武器8·偏色2																														
1027	Player/Doodads/weapons/Prefabs/m2_h009.prefab	Player/Doodads/weapons/Prefabs/m2_h009.prefab	11027	11027	B_LH	B_RH	天王武器8·偏色3																														
1028	Player/Doodads/weapons/Prefabs/m2_h010.prefab	Player/Doodads/weapons/Prefabs/m2_h010.prefab	11028	11028	B_LH	B_RH	天王武器9·偏色1																														
1029	Player/Doodads/weapons/Prefabs/m2_h010.prefab	Player/Doodads/weapons/Prefabs/m2_h010.prefab	11029	11029	B_LH	B_RH	天王武器9·偏色2																														
1030	Player/Doodads/weapons/Prefabs/m2_h010.prefab	Player/Doodads/weapons/Prefabs/m2_h010.prefab	11030	11030	B_LH	B_RH	天王武器9·偏色3																														
1031	Player/Doodads/weapons/Prefabs/m2_h011.prefab	Player/Doodads/weapons/Prefabs/m2_h011.prefab	11031	11031	B_LH	B_RH	天王武器10·偏色1																														
1032	Player/Doodads/weapons/Prefabs/m2_h011.prefab	Player/Doodads/weapons/Prefabs/m2_h011.prefab	11032	11032	B_LH	B_RH	天王武器10·偏色2																														
1033	Player/Doodads/weapons/Prefabs/m2_h011.prefab	Player/Doodads/weapons/Prefabs/m2_h011.prefab	11033	11033	B_LH	B_RH	天王武器10·偏色3																														
1034	Player/Doodads/weapons/Prefabs/m2_h012.prefab	Player/Doodads/weapons/Prefabs/m2_h012.prefab	11034	11034	B_LH	B_RH	天王武器11·偏色1																														
1035	Player/Doodads/weapons/Prefabs/m2_h012.prefab	Player/Doodads/weapons/Prefabs/m2_h012.prefab	11035	11035	B_LH	B_RH	天王武器11·偏色2																														
1036	Player/Doodads/weapons/Prefabs/m2_h012.prefab	Player/Doodads/weapons/Prefabs/m2_h012.prefab	11036	11036	B_LH	B_RH	天王武器11·偏色3																														
1037	Player/Doodads/weapons/Prefabs/m2_h013.prefab	Player/Doodads/weapons/Prefabs/m2_h013.prefab	11037	11037	B_LH	B_RH	天王武器12·偏色1																														
1038	Player/Doodads/weapons/Prefabs/m2_h013.prefab	Player/Doodads/weapons/Prefabs/m2_h013.prefab	11038	11038	B_LH	B_RH	天王武器12·偏色2																														
1039	Player/Doodads/weapons/Prefabs/m2_h013.prefab	Player/Doodads/weapons/Prefabs/m2_h013.prefab	11039	11039	B_LH	B_RH	天王武器12·偏色3																														
1040	Player/Doodads/weapons/Prefabs/m2_h014.prefab	Player/Doodads/weapons/Prefabs/m2_h014.prefab	11040	11040	B_LH	B_RH	天王武器13·偏色1																														
1041	Player/Doodads/weapons/Prefabs/m2_h014.prefab	Player/Doodads/weapons/Prefabs/m2_h014.prefab	11041	11041	B_LH	B_RH	天王武器13·偏色2																														
1042	Player/Doodads/weapons/Prefabs/m2_h014.prefab	Player/Doodads/weapons/Prefabs/m2_h014.prefab	11042	11042	B_LH	B_RH	天王武器13·偏色3																														
1043	Player/Doodads/weapons/Prefabs/m2_h015.prefab	Player/Doodads/weapons/Prefabs/m2_h015.prefab			B_LH	B_RH	天王武器14·偏色1				m2_h015	1		199|200|199|110		249|153|31|27		255|209|129|217																			
1044	Player/Doodads/weapons/Prefabs/m2_h015.prefab	Player/Doodads/weapons/Prefabs/m2_h015.prefab			B_LH	B_RH	天王武器14·偏色2				m2_h015	1		125|167|215|158		20|235|255|45		206|215|206|196																			
1045	Player/Doodads/weapons/Prefabs/m2_h015.prefab	Player/Doodads/weapons/Prefabs/m2_h015.prefab			B_LH	B_RH	天王武器14·偏色3				m2_h015	1		247|70|111|205		65|174|240|42		255|247|208|236																			
1046	Player/Doodads/weapons/Prefabs/m2_h016.prefab	Player/Doodads/weapons/Prefabs/m2_h016.prefab			B_LH	B_RH	天王武器15·偏色1				m2_h016	1		255|231|210|148		6|175|219|196		66|88|123|152																			
1047	Player/Doodads/weapons/Prefabs/m2_h016.prefab	Player/Doodads/weapons/Prefabs/m2_h016.prefab			B_LH	B_RH	天王武器15·偏色2				m2_h016	1		245|214|158|147		230|40|76|190		125|46|64|53																			
1048	Player/Doodads/weapons/Prefabs/m2_h016.prefab	Player/Doodads/weapons/Prefabs/m2_h016.prefab			B_LH	B_RH	天王武器15·偏色3				m2_h016	1		77|251|236|188		255|255|255|174		249|132|25|157																			
1101		Player/Doodads/weapons/Prefabs/f2_s001.prefab		11101	B_LH	B_RH	峨眉出生武器·偏色1																														
1102		Player/Doodads/weapons/Prefabs/f2_s001.prefab		11102	B_LH	B_RH	峨眉出生武器·偏色2																														
1103		Player/Doodads/weapons/Prefabs/f2_s001.prefab		11103	B_LH	B_RH	峨眉出生武器·偏色3																														
1104		Player/Doodads/weapons/Prefabs/f2_s002.prefab		11104	B_LH	B_RH	峨眉武器1·偏色1																														
1105		Player/Doodads/weapons/Prefabs/f2_s002.prefab		11105	B_LH	B_RH	峨眉武器1·偏色2																														
1106		Player/Doodads/weapons/Prefabs/f2_s002.prefab		11106	B_LH	B_RH	峨眉武器1·偏色3																														
1107		Player/Doodads/weapons/Prefabs/f2_s003.prefab		11107	B_LH	B_RH	峨眉武器2·偏色1																														
1108		Player/Doodads/weapons/Prefabs/f2_s003.prefab		11108	B_LH	B_RH	峨眉武器2·偏色2																														
1109		Player/Doodads/weapons/Prefabs/f2_s003.prefab		11109	B_LH	B_RH	峨眉武器2·偏色3																														
