ProductId	szDesc	szServiceCode	nLastingDay	nMoney	szMoneyType	nNeedVipLevel	szAward	szFirstAward	szThirdAward	szFourthAward	szFifthAward	szGroup	nGroupIndex	szVersion	nEndTimeKey	nBuyDayKey	szSprite	szFirstDesc	szNoromalDesc	Plat
jxpv5.th.code10_69.THB	钻石礼包		1	6900	THB	5	item|2519|1;Gold|150					DayGift	3	version_th	17	15			69泰铢购买	
jxfp.th.code14_459.THB	1000黎饰			45900	THB		SilverBoard|1000					DressMoney	1	version_th						
jxfp2.th.code49_1400.THB	3100黎饰			140000	THB		SilverBoard|3100					DressMoney	2	version_th						
jxfp3.th.code50_3000.THB	6900黎饰			300000	THB		SilverBoard|6900					DressMoney	3	version_th						
jxlsp1.th.code45_139.THB	30元豪华礼包		1	13900	THB		item|7667|1	item|7668|1	item|7669|1	item|7669|1		YearGift	1	version_th	40	41			价值900泰铢	
jxlsp2.th.code46_559.THB	98元豪华礼包		1	55900	THB		item|7664|1	item|7665|1	item|7666|1	item|7666|1		YearGift	2	version_th	42	43			价值1500泰铢	
jxlsp3.th.code47_1500.THB	恭喜发财礼包		15	150000	THB		item|7661|1	item|7662|1	item|7663|1	item|7663|1		YearGift	3	version_th	44	45			价值3500泰铢	
jxlsp4.th.code48_3500.THB	鷄年大吉礼包		15	350000	THB		item|7657|1	item|7658|1	item|7659|1	item|7660|1		YearGift	4	version_th	46	47			价值7500泰铢	
jxwb1.th.code20_69.THB	0.99$回归元宝礼包		1	6900	THB		Gold|480					BackGift	1	version_th	67				价值48元礼包	
jxwb2.th.code21_349.THB	3.99$回归元宝礼包		1	34900	THB		Gold|4800					BackGift	2	version_th	68				价值480元礼包	
jxwv1.th.code22_69.THB	0.99$超值回归礼包		1	6900	THB		item|1242|6					BackGift	3	version_th	69				价值60元礼包	
jxwv3.th.code23_69.THB	0.99$超值福利礼包		1	6900	THB		item|2518|2					BackGift	4	version_th	70				价值36元礼包	
jxwv5.th.code24_349.THB	3.99$超值豪华礼包		1	34900	THB		item|2519|5					BackGift	5	version_th	71				价值150元礼包	
com.kingsoftgame.jxqykr.120	120元宝			219	USD		Gold|130	Gold|240				BuyGold	1	version_kor			Recharge_00	另送120元宝，限购1次	120元宝(赠送10元宝)	
com.kingsoftgame.jxqykr.300	300元宝			549	USD		Gold|330	Gold|600				BuyGold	2	version_kor			Recharge_02	另送300元宝，限购1次	300元宝(赠送30元宝)	
com.kingsoftgame.jxqykr.1200	1200元宝			2199	USD		Gold|1350	Gold|2400				BuyGold	3	version_kor			Recharge_03	另送1200元宝，限购1次	1200元宝(赠送150元宝)	
com.kingsoftgame.jxqykr.1800	1800元宝			3299	USD		Gold|2200	Gold|3600				BuyGold	4	version_kor			Recharge_04	另送1800元宝，限购1次	1800元宝(赠送400元宝)	
com.kingsoftgame.jxqykr.3000	3000元宝			5499	USD		Gold|3800	Gold|6000				BuyGold	5	version_kor			Recharge_05	另送3000元宝，限购1次	3000元宝(赠送800元宝)	
com.kingsoftgame.jxqykr.6000	6000元宝			10999	USD		Gold|7800	Gold|12000				BuyGold	6	version_kor			Recharge_06	另送6000元宝，限购1次	6000元宝(赠送1800元宝)	
com.kingsoftgame.jxqykr.week180	周卡		7	329	USD		Gold|180					DaysCard	1	version_kor	7		Recharge_09		7日礼包	
com.kingsoftgame.jxqykr.month300	月卡		30	549	USD		Gold|300					DaysCard	2	version_kor	2		Recharge_10		30日礼包	
com.kingsoftgame.jxqykr.week400	至尊7日礼包		7	659	USD		Gold|400					DaysCard	3	version_kor	82		Recharge_11		至尊7日礼包	
com.kingsoftgame.jxqykr.day60	白银礼包		1	109	USD	1	item|1242|1;Gold|60					DayGift	1	version_kor	11	13			1.09美元购买	
com.kingsoftgame.jxqykr.day120	黄金礼包		1	219	USD	3	item|2518|1;Gold|120					DayGift	2	version_kor	16	14			2.19美元购买	
com.kingsoftgame.jxqykr.day180	钻石礼包		1	329	USD	5	item|2519|1;Gold|180					DayGift	3	version_kor	17	15			3.29美元购买	
com.kingsoftgame.jxqykr.gift5	每日礼包合集（7天）		7	3959	USD	5						DayGiftPlus	1	version_kor	61				7日136礼包	
com.kingsoftgame.jxqykr.ls1000	1000黎饰			1649	USD		SilverBoard|1000					DressMoney	1	version_kor						
com.kingsoftgame.jxqykr.ls3100	3100黎饰			5499	USD		SilverBoard|3100					DressMoney	2	version_kor						
com.kingsoftgame.jxqykr.ls6900	6900黎饰			10999	USD		SilverBoard|6900					DressMoney	3	version_kor						
com.kingsoftgame.jxqykr.invest1340	一本万利		999999	1429	USD							GrowInvest	1	version_kor					14.29美金成长基金	
com.kingsoftgame.jxqykr.invest1700	65级一本万利		999999	1649	USD							GrowInvest	2	version_kor					16.49美金成长基金	
com.kingsoftgame.jxqykr.invest2180	90级一本万利		999999	1759	USD							GrowInvest	3	version_kor					17.59美金成长基金	
com.kingsoftgame.jxqykr.investspring	一本万利·通宝		30	1759	USD							GrowInvest	4	version_kor					17.59美金成长基金	
com.kingsoftgame.jxqykr.invest100	一本万利·肆		999999	1759	USD							GrowInvest	5	version_kor					17.59美金成长基金	
com.kingsoftgame.jxqykr.invest110	一本万利·伍		999999	1759	USD							GrowInvest	6	version_kor					17.59美金成长基金	
com.kingsoftgame.jxqykr.return1	一本万利·回归		999999	1759	USD	5						GrowInvest	7	version_kor					成长基金	
com.kingsoftgame.jxqykr.invest120	一本万利·陆		999999	1759	USD							GrowInvest	8	version_kor					17.59美金成长基金	
com.kingsoftgame.jxqykr.invest130	一本万利·柒		999999	1759	USD							GrowInvest	9	version_kor					17.59美金成长基金	
com.kingsoftgame.jxqykr.invest140	一本万利·捌		999999	1759	USD							GrowInvest	10	version_kor					17.59美金成长基金	
com.kingsoftgame.jxqykr.gift1	30元豪华礼包		1	549	USD		item|7667|1	item|7668|1	item|7669|1	item|7669|1		YearGift	1	version_kor	40	41			价值30美金礼包	
com.kingsoftgame.jxqykr.gift2	98元豪华礼包		30	1649	USD		item|7664|1	item|7665|1	item|7666|1	item|7666|1		YearGift	2	version_kor	42	43			价值80美金礼包	
com.kingsoftgame.jxqykr.gift3	298元豪华礼包		30	5169	USD		item|7661|1	item|7662|1	item|7663|1	item|7663|1		YearGift	3	version_kor	44	45			价值250美金礼包	
com.kingsoftgame.jxqykr.gift4	648元豪华礼包		30	10999	USD		item|7657|1	item|7658|1	item|7659|1	item|7660|1		YearGift	4	version_kor	46	47			价值250美金礼包	
com.kingsoftgame.jxqykr.return2	0.99$回归元宝礼包		1	109	USD		Gold|480					BackGift	1	version_kor	67				价值48元礼包	
com.kingsoftgame.jxqykr.return3	3.99$回归元宝礼包		1	549	USD		Gold|4800					BackGift	2	version_kor	68				价值480元礼包	
com.kingsoftgame.jxqykr.return4	0.99$超值回归礼包		1	659	USD		item|1242|6;Gold|360					BackGift	3	version_kor	69				价值60元礼包	
com.kingsoftgame.jxqykr.return5	0.99$超值福利礼包		1	439	USD		item|2518|2;Gold|240					BackGift	4	version_kor	70				价值36元礼包	
com.kingsoftgame.jxqykr.return6	3.99$超值豪华礼包		1	1649	USD		item|2519|5;Gold|900					BackGift	5	version_kor	71				价值150元礼包	
com.kingsoftgame.jxqykr.enhance20	直强20		2	549	USD		item|3922|1					DirectEnhance	1	version_kor	52			$5.49购买	价值290元礼包	
com.kingsoftgame.jxqykr.enhance30	直强30		2	1649	USD		item|3923|1					DirectEnhance	2	version_kor	53			$16.49购买	价值737元礼包	
com.kingsoftgame.jxqykr.enhance40	直强40		2	3299	USD		item|3924|1					DirectEnhance	3	version_kor	54			$32.99购买	价值1451元礼包	
com.seasungames.jxqykr.120	120元宝			264000	KRW		Gold|130	Gold|240				BuyGold	1	version_kor			Recharge_00	另送120元宝，限购1次	120元宝(赠送10元宝)	ANDROID
com.seasungames.jxqykr.300	300元宝			660000	KRW		Gold|330	Gold|600				BuyGold	2	version_kor			Recharge_02	另送300元宝，限购1次	300元宝(赠送30元宝)	ANDROID
com.seasungames.jxqykr.1200	1200元宝			2640000	KRW		Gold|1350	Gold|2400				BuyGold	3	version_kor			Recharge_03	另送1200元宝，限购1次	1200元宝(赠送150元宝)	ANDROID
com.seasungames.jxqykr.1800	1800元宝			3960000	KRW		Gold|2200	Gold|3600				BuyGold	4	version_kor			Recharge_04	另送1800元宝，限购1次	1800元宝(赠送400元宝)	ANDROID
com.seasungames.jxqykr.3000	3000元宝			6600000	KRW		Gold|3800	Gold|6000				BuyGold	5	version_kor			Recharge_05	另送3000元宝，限购1次	3000元宝(赠送800元宝)	ANDROID
com.seasungames.jxqykr.6000	6000元宝			13200000	KRW		Gold|7800	Gold|12000				BuyGold	6	version_kor			Recharge_06	另送6000元宝，限购1次	6000元宝(赠送1800元宝)	ANDROID
com.seasungames.jxqykr.week180	周卡		7	396000	KRW		Gold|180					DaysCard	1	version_kor	7		Recharge_09		7日礼包	ANDROID
com.seasungames.jxqykr.month300	月卡		30	660000	KRW		Gold|300					DaysCard	2	version_kor	2		Recharge_10		30日礼包	ANDROID
com.seasungames.jxqykr.week400	至尊7日礼包		7	770000	KRW		Gold|400					DaysCard	3	version_kor	82		Recharge_11		至尊7日礼包	ANDROID
com.seasungames.jxqykr.day60	白银礼包		1	132000	KRW	1	item|1242|1;Gold|60					DayGift	1	version_kor	11	13			1320韩币购买	ANDROID
com.seasungames.jxqykr.day120	黄金礼包		1	264000	KRW	3	item|2518|1;Gold|120					DayGift	2	version_kor	16	14			2640韩币购买	ANDROID
com.seasungames.jxqykr.day180	钻石礼包		1	396000	KRW	5	item|2519|1;Gold|180					DayGift	3	version_kor	17	15			3960韩币购买	ANDROID
com.seasungames.jxqykr.gift5	每日礼包合集（7天）		7	4752000	KRW	5						DayGiftPlus	1	version_kor	61				7日136礼包	ANDROID
com.seasungames.jxqykr.ls1000	1000黎饰			1980000	KRW		SilverBoard|1000					DressMoney	1	version_kor						ANDROID
com.seasungames.jxqykr.ls3100	3100黎饰			6600000	KRW		SilverBoard|3100					DressMoney	2	version_kor						ANDROID
com.seasungames.jxqykr.ls6900	6900黎饰			13200000	KRW		SilverBoard|6900					DressMoney	3	version_kor						ANDROID
com.seasungames.jxqykr.invest1340	一本万利		999999	1716000	KRW							GrowInvest	1	version_kor					17160韩币成长基金	ANDROID
com.seasungames.jxqykr.invest1700	65级一本万利		999999	1980000	KRW							GrowInvest	2	version_kor					19800韩币成长基金	ANDROID
com.seasungames.jxqykr.invest2180	90级一本万利		999999	2112000	KRW							GrowInvest	3	version_kor					21120韩币成长基金	ANDROID
com.seasungames.jxqykr.investspring	一本万利·通宝		30	2112000	KRW							GrowInvest	4	version_kor					21120韩币成长基金	ANDROID
com.seasungames.jxqykr.invest100	一本万利·肆		999999	2112000	KRW							GrowInvest	5	version_kor					21120韩币成长基金	ANDROID
com.seasungames.jxqykr.invest110	一本万利·伍		999999	2112000	KRW							GrowInvest	6	version_kor					21120韩币成长基金	ANDROID
com.seasungames.jxqykr.return1	一本万利·回归		999999	2112000	KRW	5						GrowInvest	7	version_kor					成长基金	ANDROID
com.seasungames.jxqykr.invest120	一本万利·陆		999999	2112000	KRW							GrowInvest	8	version_kor					21120韩币成长基金	ANDROID
com.seasungames.jxqykr.invest130	一本万利·柒		999999	2112000	KRW							GrowInvest	9	version_kor					21120韩币成长基金	ANDROID
com.seasungames.jxqykr.invest140	一本万利·捌		999999	2112000	KRW							GrowInvest	10	version_kor					21120韩币成长基金	ANDROID
com.seasungames.jxqykr.gift1	30元豪华礼包	gift30	1	660000	KRW		item|7667|1	item|7668|1	item|7669|1	item|7669|1		YearGift	1	version_kor	40	41			价值30美金礼包	ANDROID
com.seasungames.jxqykr.gift2	98元豪华礼包	gift98	30	1980000	KRW		item|7664|1	item|7665|1	item|7666|1	item|7666|1		YearGift	2	version_kor	42	43			价值80美金礼包	ANDROID
com.seasungames.jxqykr.gift3	298元豪华礼包	gift298	30	6204000	KRW		item|7661|1	item|7662|1	item|7663|1	item|7663|1		YearGift	3	version_kor	44	45			价值250美金礼包	ANDROID
com.seasungames.jxqykr.gift4	648元豪华礼包	gift648	30	13200000	KRW		item|7657|1	item|7658|1	item|7659|1	item|7660|1		YearGift	4	version_kor	46	47			价值250美金礼包	ANDROID
com.seasungames.jxqykr.return2	0.99$回归元宝礼包		1	132000	KRW		Gold|480					BackGift	1	version_kor	67				价值48元礼包	ANDROID
com.seasungames.jxqykr.return3	3.99$回归元宝礼包		1	660000	KRW		Gold|4800					BackGift	2	version_kor	68				价值480元礼包	ANDROID
com.seasungames.jxqykr.return4	0.99$超值回归礼包		1	792000	KRW		item|1242|6;Gold|360					BackGift	3	version_kor	69				价值60元礼包	ANDROID
com.seasungames.jxqykr.return5	0.99$超值福利礼包		1	528000	KRW		item|2518|2;Gold|240					BackGift	4	version_kor	70				价值36元礼包	ANDROID
com.seasungames.jxqykr.return6	3.99$超值豪华礼包		1	1980000	KRW		item|2519|5;Gold|900					BackGift	5	version_kor	71				价值150元礼包	ANDROID
com.seasungames.jxqykr.enhance20	直强20		2	660000	KRW		item|3922|1					DirectEnhance	1	version_kor	52			6600韩币购买	价值290元礼包	ANDROID
com.seasungames.jxqykr.enhance30	直强30		2	1980000	KRW		item|3923|1					DirectEnhance	2	version_kor	53			19800韩币购买	价值737元礼包	ANDROID
com.seasungames.jxqykr.enhance40	直强40		2	3960000	KRW		item|3924|1					DirectEnhance	3	version_kor	54			39600韩币购买	价值1451元礼包	ANDROID
