Index	Name	AttribID	AttackSpeed	MaxLife	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	MetalResist	WoodResist	WaterResist	FireResist	EarthResist	DeadlyStrike	MetalDamage	SeriesDamageValue
act_shouwei_gold	守卫名侠-金系怪	151	15	{10,700*2.4},{14,1500*2.4},{20,3000*2.4},{30,8000*2.4},{40,10000*2.4},{100,100000*3},{110,120000*3},{120,144000*3},{130,172800*3},{140,207360*3},{150,248830*3},{160,258598*3},{170,358320*3},{180,429980*3},{190,516000*3},{200,620000*3}			{10,1000},{100,2800},{150,7000}	100	100					{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500},{20,1000},{30,1500},{40,1900},{50,2400},{60,2800},{70,3300},{80,3800},{90,4250},{100,4700},{110,5170},{120,5687},{130,6255},{140,6880},{150,7568},{160,8324},{170,9156},{180,10071},{190,11078},{200,12185}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	0	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}			1000
act_shouwei_wood	守卫名侠-木系怪	152	15	{10,700*2.4},{14,1500*2.4},{20,3000*2.4},{30,8000*2.4},{40,10000*2.4},{100,100000*3},{110,120000*3},{120,144000*3},{130,172800*3},{140,207360*3},{150,248830*3},{160,258598*3},{170,358320*3},{180,429980*3},{190,516000*3},{200,620000*3}			{10,1000},{100,2800},{150,7000}	100	100					0	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500},{20,1000},{30,1500},{40,1900},{50,2400},{60,2800},{70,3300},{80,3800},{90,4250},{100,4700},{110,5170},{120,5687},{130,6255},{140,6880},{150,7568},{160,8324},{170,9156},{180,10071},{190,11078},{200,12185}			1000
act_shouwei_water	守卫名侠-水系怪	153	15	{10,700*2.4},{14,1500*2.4},{20,3000*2.4},{30,8000*2.4},{40,10000*2.4},{100,100000*3},{110,120000*3},{120,144000*3},{130,172800*3},{140,207360*3},{150,248830*3},{160,258598*3},{170,358320*3},{180,429980*3},{190,516000*3},{200,620000*3}			{10,1000},{100,2800},{150,7000}	100	100					{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500},{20,1000},{30,1500},{40,1900},{50,2400},{60,2800},{70,3300},{80,3800},{90,4250},{100,4700},{110,5170},{120,5687},{130,6255},{140,6880},{150,7568},{160,8324},{170,9156},{180,10071},{190,11078},{200,12185}	0			1000
act_shouwei_fire	守卫名侠-火系怪	154	15	{10,700*2.4},{14,1500*2.4},{20,3000*2.4},{30,8000*2.4},{40,10000*2.4},{100,100000*3},{110,120000*3},{120,144000*3},{130,172800*3},{140,207360*3},{150,248830*3},{160,258598*3},{170,358320*3},{180,429980*3},{190,516000*3},{200,620000*3}			{10,1000},{100,2800},{150,7000}	100	100					{10,500},{20,1000},{30,1500},{40,1900},{50,2400},{60,2800},{70,3300},{80,3800},{90,4250},{100,4700},{110,5170},{120,5687},{130,6255},{140,6880},{150,7568},{160,8324},{170,9156},{180,10071},{190,11078},{200,12185}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	0	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}			1000
act_shouwei_earth	守卫名侠-土系怪	155	15	{10,700*2.4},{14,1500*2.4},{20,3000*2.4},{30,8000*2.4},{40,10000*2.4},{100,100000*3},{110,120000*3},{120,144000*3},{130,172800*3},{140,207360*3},{150,248830*3},{160,258598*3},{170,358320*3},{180,429980*3},{190,516000*3},{200,620000*3}			{10,1000},{100,2800},{150,7000}	100	100					{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	0	{10,500},{20,1000},{30,1500},{40,1900},{50,2400},{60,2800},{70,3300},{80,3800},{90,4250},{100,4700},{110,5170},{120,5687},{130,6255},{140,6880},{150,7568},{160,8324},{170,9156},{180,10071},{190,11078},{200,12185}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}	{10,500*0.7},{20,1000*0.7},{30,1500*0.7},{40,1900*0.7},{50,2400*0.7},{60,2800*0.7},{70,3300*0.7},{80,3800*0.7},{90,4250*0.7},{100,4700*0.7},{110,5170*0.7},{120,5687*0.7},{130,6255*0.7},{140,6880*0.7},{150,7568*0.7},{160,8324*0.7},{170,9156*0.7},{180,10071*0.7},{190,11078*0.7},{200,12185*0.7}			1000
act_mingxia_gold	守卫名侠-金系名侠	156	15	{20,3000*33},{30,4000*33},{40,5000*33},{50,10000*33},{60,15000*33},{70,25000*33},{80,35000*33},{90,55000*33},{100,60000*33},{110,75000*33}	0		{10,1000},{100,2800},{150,7000}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	0	0	0	0		{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{1,50},{10,100},{50,150},{70,200},{110,800}		
act_mingxia_wood	守卫名侠-木系名侠	157	15	{20,3000*33},{30,4000*33},{40,5000*33},{50,10000*33},{60,15000*33},{70,25000*33},{80,35000*33},{90,55000*33},{100,60000*33},{110,75000*33}	0		{10,1000},{100,2800},{150,7000}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	0	0	0	0		{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{1,50},{10,100},{50,150},{70,200},{110,800}		
act_mingxia_water	守卫名侠-水系名侠	158	15	{20,3000*33},{30,4000*33},{40,5000*33},{50,10000*33},{60,15000*33},{70,25000*33},{80,35000*33},{90,55000*33},{100,60000*33},{110,75000*33}	0		{10,1000},{100,2800},{150,7000}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	0	0	0	0		{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{1,50},{10,100},{50,150},{70,200},{110,800}		
act_mingxia_fire	守卫名侠-火系名侠	159	15	{20,3000*33},{30,4000*33},{40,5000*33},{50,10000*33},{60,15000*33},{70,25000*33},{80,35000*33},{90,55000*33},{100,60000*33},{110,75000*33}	0		{10,1000},{100,2800},{150,7000}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	0	0	0	0		{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{1,50},{10,100},{50,150},{70,200},{110,800}		
act_mingxia_earth	守卫名侠-土系名侠	160	15	{20,3000*33},{30,4000*33},{40,5000*33},{50,10000*33},{60,15000*33},{70,25000*33},{80,35000*33},{90,55000*33},{100,60000*33},{110,75000*33}	0		{10,1000},{100,2800},{150,7000}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	0	0	0	0		{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{1,50},{10,100},{50,150},{70,200},{110,800}		
act_mingxia_zrm	守卫名侠-张如梦	161	15	50000	0		{10,1000},{100,2800},{150,7000}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000},{120,20400},{130,24480},{140,29376},{150,35251},{160,42301},{170,50761},{180,60913},{190,73095},{200,87714}	0	0	0	0								
ArborDay_Enemy	植树节怪	162	15	{10,650*8},{20,5000*10},{30,12000*10},{40,28000*10},{50,40000*10},{60,60000*10},{70,80000*10},{80,160000*10},{90,270000*10},{100,350000*10},{110,450000*10}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,10},{30,40},{40,80},{50,200},{60,250},{70,350},{80,600},{110,1200}	{10,5},{20,10},{30,40},{40,80},{50,200},{60,250},{70,350},{80,600},{110,1200}	0	0	0	0		{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Spokesperson_Enemy	代言人活动肉盾	163	15	{1,3000},{20,3000*33},{30,4000*33},{40,5000*33},{50,10000*33},{60,15000*33},{70,25000*33},{80,35000*33},{90,55000*33},{100,60000*33},{110,75000*33}	0		{10,1000},{100,2800},{150,7000}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000}	{20,1000},{30,1800},{40,2500},{50,3500},{60,4800},{70,6500},{80,9300},{90,12000},{100,14000},{110,17000}	0	0	0	0		{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400}	{1,50},{10,100},{50,150},{70,200},{110,800}		
MobaBattle_monster3	魔霸战场野怪高	171	15	{90,680000*1.2*0.5},{100,800000*1.2*0.5},{110,960000*1.2*0.5},{120,1120000*1.2*0.5},{130,1280000*1.2*0.5},{140,1440000*1.2*0.5},{150,1600000*1.2*0.5},{160,1256424},{170,1434220},{180,1635011},{190,1861618},{200,2117196}	0	0	{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{90,680000*1.2*0.06},{100,800000*1.2*0.06},{110,960000*1.2*0.06},{120,1120000*1.2*0.06},{130,1280000*1.2*0.06},{140,1440000*1.2*0.06},{150,1600000*1.2*0.06}	{90,680000*1.2*0.06},{100,800000*1.2*0.06},{110,960000*1.2*0.06},{120,1120000*1.2*0.06},{130,1280000*1.2*0.06},{140,1440000*1.2*0.06},{150,1600000*1.2*0.06}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
Personal_fb_normal	单人关卡普通	201	15	{1,150},{2,180},{3,200},{4,230},{5,320},{6,400},{7,450},{8,500},{9,560},{10,650},{20,2500},{30,3500},{40,6000},{50,9000},{60,13500},{70,20000},{80,30000},{100,60000},{110,75000}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,8},{6,15},{7,20},{8,25},{9,35},{10,40},{20,80},{21,110},{30,190},{31,230},{40,380},{41,420},{50,600}	{1,3},{2,3},{3,4},{4,5},{5,8},{6,15},{7,20},{8,25},{9,35},{10,40},{20,80},{21,110},{30,190},{31,230},{40,380},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Personal_fb_tiny	单人关卡弱	202	15	{1,150*0.5},{5,320*0.5},{10,650*0.5},{20,2500*0.5},{30,3500*0.5},{40,6000*0.5},{100,60000*0.5},{110,75000*0.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3*0.5},{10,40*0.5},{20,80*0.5},{30,130*0.5},{40,250*0.5},{50,350*0.5}	{1,3*0.5},{10,40*0.5},{20,80*0.5},{30,130*0.5},{40,250*0.5},{50,350*0.5}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Personal_fb_elite	单人关卡精英	203	15	{1,400},{30,7600},{40,8000},{100,60000*1.3},{110,75000*1.3}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,8},{6,15},{7,20},{8,25},{9,35},{10,40},{20,80},{21,110},{30,190},{31,230},{40,380},{41,420},{50,600}	{1,3},{2,3},{3,4},{4,5},{5,8},{6,15},{7,20},{8,25},{9,35},{10,40},{20,80},{21,110},{30,190},{31,230},{40,380},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Personal_fb_captain	单人关卡首领	204	15	{1,800},{30,11400},{40,12000},{100,60000*2},{110,75000*2}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,8},{6,15},{7,20},{8,25},{9,35},{10,40},{20,80},{21,110},{30,190},{31,230},{40,380},{41,420},{50,600}	{1,3},{2,3},{3,4},{4,5},{5,8},{6,15},{7,20},{8,25},{9,35},{10,40},{20,80},{21,110},{30,190},{31,230},{40,380},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Personal_fb_boss	单人关卡BOSS	205	15	{1,1500},{2,1800},{3,2200},{4,2600},{5,4000},{6,7500},{7,8500},{8,9500},{9,12000},{10,14000},{15,20000},{20,36000},{30,56000},{40,76000},{100,60000*12},{110,75000*12}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Personal_fb_special	单人关卡萧动尘	206	15	{1,1500},{2,1800},{3,2200},{4,2600},{5,11000}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Tiny	小怪	210	15	{1,150*0.5},{5,350*0.5},{10,900*0.5},{20,3500*0.5},{30,4000*0.5},{40,7000*0.5},{50,10000*0.5},{60,13500*0.5},{70,20000*0.5},{80,30000*0.5},{100,60000*0.5},{110,75000*0.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Normal_1	怪物1	211	15	{1,180},{5,350},{10,900},{20,3500},{30,4000},{40,7000},{50,10000},{60,13500},{70,20000},{80,30000},{100,60000},{110,75000}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Normal_2	怪物2	212	15	{1,180*1.5},{5,350*1.5},{10,900*1.5},{20,3500*1.5},{30,4000*1.5},{40,7000*1.5},{50,10000*1.5},{60,13500*1.5},{70,20000*1.5},{80,30000*1.5},{100,60000*1.5},{110,75000*1.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Elite_1	精英1	213	15	{1,180*2.5},{5,350*2.5},{10,900*2.5},{20,3500*2.5},{30,4000*2.5},{40,7000*2.5},{50,10000*2.5},{60,13500*2.5},{70,20000*2.5},{80,30000*2.5},{100,60000*2.5},{110,75000*2.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Elite_2	精英2	214	15	{1,180*5},{5,350*5},{10,900*5},{20,3500*5},{30,4000*5},{40,7000*5},{50,10000*5},{60,13500*5},{70,20000*5},{80,30000*5},{100,60000*5},{110,75000*5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Captain_1	首领1	215	15	{1,180*7.5},{5,350*7.5},{10,900*7.5},{20,3500*7.5},{30,4000*7.5},{40,7000*7.5},{50,10000*7.5},{60,13500*7.5},{70,20000*7.5},{80,30000*7.5},{100,60000*7.5},{110,75000*7.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Captain_2	首领2	216	15	{1,180*10},{5,350*10},{10,900*10},{20,3500*10},{30,4000*10},{40,7000*10},{50,10000*10},{60,13500*10},{70,20000*10},{80,30000*10},{100,60000*10},{110,75000*10}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
